simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
500,0085;0,5134184;0,4746196;0,5445788;0,5053023;0,5013673;0,5364772;0,4735515;0,5316103;0,4905058;0,5;32;2,599133;0,1875;0;0,0625;0,125;0
