simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
500,0214;0,5510624;0,4632144;0,5245993;0,5513705;0,4986457;0,4714933;0,4940351;0,4971983;0,4632161;0,5;28;2,240245;0,1071429;0;0,07142857;0,03571429;0
1000,027;0,587777;0,503513;0,5821849;0,6165637;0,5348914;0,4284504;0,5092488;0,557436;0,4911709;0,5;27;2,766464;0,03703704;0;0,03703704;0;0
1500,01;0,6803496;0,511269;0,6281152;0,5990019;0,5331832;0,4397559;0,4303387;0,5727676;0,5044004;0,5;24;3,064571;0,04166667;0;0;0;0,04166667
2000,133;0,6849144;0,4904209;0,6720372;0,6302143;0,5887139;0,4471989;0,4694073;0,5698972;0,4642796;0,5;23;3,633623;0;0;0;0;0
2500,066;0,7411085;0,51345;0,6658937;0,6240311;0,6369734;0,5132193;0,4612643;0,4637747;0,419069;0,5;23;3,059373;0;0;0;0;0
3000,035;0,8187004;0,4674218;0,6457264;0,5699146;0,6868075;0,5062393;0,4957819;0,3719136;0,2979109;0,5;25;2,157729;0;0;0;0;0
3500,041;0,8058154;0,5094323;0,6536064;0,5244458;0,7550233;0,5891738;0,5904208;0,3429967;0,3414306;0,5;23;3,115362;0,1304348;0,08695652;0;0,04347826;0
4000,014;0,8178274;0,5307655;0,663927;0,5319622;0,7952906;0,6091946;0,6006224;0,309099;0,4172553;0,5;21;4,071636;0,9047619;0,3333333;0,0952381;0,4761905;0
4500,035;0,8574346;0,5460958;0,714722;0,70456;0,8917187;0,553696;0,5667495;0,2666127;0,4458998;0,5;18;4,784508;1,944444;0,8888889;0,05555556;0,9444444;0,05555556
5000,043;0,8585119;0,5449461;0,7171699;0,7234264;0,9343489;0,5428628;0,5709702;0,1997626;0,373942;0,5;20;4,769446;2,25;1;0;1;0,25
