simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4501473;0,5317147;0,5002735;0,5233508;0,5467018;0,4945675;0,4677504;0,4900908;0,4957574;0,5;16;3,335287;0,0625;0,0625;0;0;0
500,043;0,5720413;0,5351807;0,7118967;0,516907;0,4719914;0,6068293;0,646671;0,3816138;0,4700118;0,5;17;2,877089;0,1176471;0,1176471;0;0;0
1000,039;0,6527069;0,4523849;0,6847086;0,4533316;0,289541;0,6201623;0,651632;0,3243921;0,3559906;0,5;20;1,952609;0,05;0,05;0;0;0
1500,042;0,7276882;0,4456863;0,7711084;0,4294874;0,204621;0,6587893;0,5798357;0,2888441;0,5048333;0,5;18;3,658862;0,05555556;0,05555556;0;0;0
2000,041;0,8331703;0,4869471;0,6973829;0,5085106;0,3036196;0,7880068;0,4905513;0,123878;0,6411219;0,5;15;4,396772;0;0;0;0;0
2500,007;0,792601;0,4961272;0,6943498;0,3511173;0,2241261;0,7706348;0,4188787;0,190753;0,412952;0,5;16;3,877888;0;0;0;0;0
3000,024;0,892708;0,5027505;0,8024005;0,4058885;0,3104887;0,5970744;0,4894212;0,3252738;0,3365889;0,5;17;3,828277;0;0;0;0;0
3500,038;0,8582295;0,4330296;0,8789092;0,3595257;0,2510462;0,4760184;0,468589;0,3954138;0,4613656;0,5;14;4,728624;0;0;0;0;0
4000,021;0,8359112;0,4509418;0,8257165;0,375345;0,3060411;0,5801217;0,3705285;0,417807;0,3871099;0,5;14;3,714549;0;0;0;0;0
4500,037;0,8251105;0,4590798;0,6881185;0,4809399;0,1869221;0,7807695;0,4074628;0,1565462;0,3718058;0,5;18;2,803655;0;0;0;0;0
