simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5055393;0,4844499;0,4751046;0,4776767;0,4979476;0,5081279;0,4847726;0,517565;0,4770955;0,5;40;54,591680272078236;0,025;0,0;0,025;0,0;0
500,0012;0,620236;0,3846853;0,6063458;0,4699095;0,4906875;0,4988178;0,4898568;0,5090841;0,5656629;0,5;51;58,061185195461235;0,01960784;0,0;0,01960784;0,0;0
1000,031;0,728771;0,3547737;0,6076865;0,548476;0,5010207;0,5121219;0,4895405;0,4204918;0,5659642;0,5;43;47,99086905854028;0,04651163;0,02325581;0,0;0,02325581;0
1500,002;0,8172495;0,3810653;0,7083483;0,4879228;0,5616561;0,6331155;0,467453;0,3926882;0,625182;0,5;40;50,481736877123645;0,1;0,05;0,0;0,05;0
2000,004;0,851126;0,3894016;0,6963175;0,3005473;0,4907224;0,5368304;0,4839003;0,395935;0,5449418;0,5;34;53,840609991373185;0,3823529;0,0;0,0;0,3823529;0
2500,008;0,8344939;0,3956815;0,7455026;0,3174829;0,3876002;0,4407668;0,5438306;0,3788008;0,4020579;0,5;41;52,401124952841094;0,7073171;0,0;0,02439024;0,6829268;0
3000,007;0,8410471;0,3755372;0,733295;0,1765587;0,2746018;0,444678;0,5480141;0,1479029;0,3852372;0,5;34;50,545325182198404;0,9411765;0,05882353;0,0;0,8823529;0
3500,011;0,8682424;0,3754378;0,7286842;0,08035996;0,2696739;0,5330027;0,4604334;0,1425538;0,3225412;0,5;38;48,895084411937844;1,0;0,0;0,02631579;0,9736842;0
4000,006;0,8748305;0,353362;0,7243589;0,2743776;0,2808343;0,4592319;0,4663868;0,2068359;0,3253322;0,5;39;51,77116895036907;1,0;0,0;0,0;1,0;0
4500,002;0,8554087;0,365055;0,6704676;0,3426936;0,3306209;0,4482;0,5423248;0,2144571;0,2411516;0,5;38;53,95674707359992;1,052632;0,0;0,0;1,052632;0
