simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5357442;0,4602391;0,4810743;0,5027196;0,5187072;0,4605519;0,487666;0,4898947;0,510119;0,5;39;31,51755608748681;0,07692308;0,0;0,02564103;0,02564103;0,02564103
500,008;0,7562773;0,3487756;0,6198311;0,4556779;0,4901842;0,5510317;0,5421616;0,552143;0,4591742;0,5;37;35,406330436473624;0,2432432;0,1081081;0,0;0,0;0,1351351
1000,014;0,8564677;0,3346049;0,6825163;0,6319029;0,6209533;0,5844926;0,3281675;0,6133092;0,3860789;0,5;30;30,06903802698825;0,3;0,1666667;0,0;0,0;0,1333333
1500,01;0,8750389;0,3444879;0,7024459;0,642015;0,5377566;0,6373776;0,3380922;0,6830283;0,4049414;0,5;40;31,53681496164348;0,225;0,075;0,0;0,0;0,15
2000,011;0,8926158;0,3591572;0,6868498;0,7159476;0,4973141;0,6423058;0,3317089;0,7802033;0,4252583;0,5;31;32,95746811192571;0,3225806;0,1290323;0,03225806;0,03225806;0,1290323
2500,002;0,8880861;0,3384749;0,6510403;0,7624522;0,6338298;0,6543044;0,3078481;0,8752405;0,3880893;0,5;36;30,30215477891106;0,1944444;0,1111111;0,0;0,0;0,08333334
3000,006;0,911169;0,3706269;0,6836748;0,7792152;0,7099335;0,7187309;0,2592414;0,8454484;0,3472254;0,5;29;33,56308169824959;0,137931;0,1034483;0,0;0,0;0,03448276
3500,015;0,9197633;0,3668538;0,7214741;0,7107233;0,7314725;0,7454795;0,2194728;0,8468558;0,3138796;0,5;34;31,577161643978897;0,0;0,0;0,0;0,0;0,0
4000,031;0,9090584;0,3538428;0,6916727;0,7173371;0,7687736;0,7796874;0,1896979;0,8547993;0,2973032;0,5;34;31,752394422226306;0,0;0,0;0,0;0,0;0,0
4500,003;0,9051437;0,3300357;0,6963105;0,7057809;0,7963055;0,7882134;0,2247928;0,8115784;0,3129017;0,5;28;32,82365001830827;0,07142857;0,03571429;0,0;0,03571429;0,0
