simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4964735;0,4989069;0,4999678;0,4964268;0,5000633;0,495087;0,4966378;0,5006972;0,5007161;0,5;33;0,6127664;0;0;0;0;0
500,0007;0,5164419;0,4671483;0,5020241;0,4910733;0,5097885;0,4901785;0,4953782;0,502421;0,502894;0,5;85;0,2143533;0,02352941;0;0;0,02352941;0
1000,055;0,5393925;0,4324768;0,5028101;0,4960117;0,5191078;0,4869997;0,4980282;0,5091296;0,4954095;0,5;101;0,1785901;0,05940594;0;0;0,05940594;0
1500,073;0,5551969;0,4037254;0,5087981;0,4956976;0,5320391;0,4991446;0,5166479;0,5168034;0,4858798;0,5;95;0,1882613;0,08421053;0;0;0,08421053;0
2000,006;0,5715727;0,3898838;0,5103061;0,4908772;0,5482603;0,5214335;0,508284;0,5030713;0,4837481;0,5;82;0,2176888;0,1097561;0;0;0,1097561;0
2500,044;0,5695339;0,3904827;0,5149416;0,464873;0,5501177;0,5187289;0,5065554;0,4912227;0,5060213;0,5;74;0,2430493;0,4459459;0;0;0,4459459;0
3000,017;0,5781905;0,3784178;0,5339455;0,4727162;0,5362363;0,5056484;0,5011085;0,4530017;0,4842724;0,5;77;0,3059599;1;0;0;0,987013;0,01298701
3500,024;0,5942726;0,3740703;0,5220966;0,4901885;0,5401682;0,5069446;0,4942166;0,4530121;0,4619188;0,5;96;0,2436494;1,041667;0;0,02083333;1;0,02083333
4000,092;0,6075368;0,3829423;0,5255471;0,4940394;0,5430259;0,5097239;0,503556;0,4503379;0,4538733;0,5;84;0,3247766;1,095238;0;0,04761905;1;0,04761905
4500,075;0,6185931;0,3848854;0,5365178;0,5056875;0,5410817;0,5177326;0,510155;0,4545914;0,4449;0,5;82;0,2818788;1,02439;0;0,02439024;1;0
