simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,4998085;0,4834862;0,5085953;0,5005903;0,48053;0,4854252;0,5085599;0,4885505;0,5058756;0,5;27;2,109284;0,07407407;0,03703704;0;0;0,03703704
