simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,4354587;0,4736057;0,5288416;0,4721757;0,497434;0,5112092;0,5035974;0,4997272;0,4939349;0,5;29;2,418129;0;0;0;0;0
