simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,4922159;0,5015117;0,5013115;0,4942144;0,4928176;0,5024219;0,4958483;0,5083378;0,5061396;0,5;24;63,670824862713;0,0;0;0;0,0;0
500,0019;0,5611898;0,4747725;0,4845113;0,496234;0,4771638;0,5016758;0,5219269;0,5228502;0,5162569;0,5;11;59,488208362989866;0,0;0;0;0,0;0
1000,0;0,6037784;0,4953601;0,5193956;0,5016843;0,4652418;0,5197904;0,5114298;0,5183952;0,5273724;0,5;10;71,53540818115708;0,0;0;0;0,0;0
1500,0;0,6522142;0,5288688;0,5448827;0,5292799;0,4300552;0,5405356;0,5452582;0,5305018;0,5204862;0,5;5;71,16408881678318;0,6;0;0;0,6;0
2000,005;0,7190706;0,6533538;0,5949417;0,5333477;0,4134054;0,6042466;0,5380784;0,5116005;0,5255495;0,5;2;77,65879400782798;1,0;0;0;1,0;0
2500,005;0,7442297;0,6810794;0,5851847;0,5171145;0,4221245;0,603461;0,5440375;0,5126657;0,5457035;0,5;4;77,891383555073;1,0;0;0;1,0;0
3000,005;0,7884157;0,6987253;0,619531;0,4406665;0,4687592;0,5098707;0,522108;0,5870795;0,622406;0,5;2;84,29296411832358;1,0;0;0;1,0;0
3500,0;0,8300913;0,732457;0,654394;0,4719081;0,4666634;0,5206509;0,5426289;0,6356743;0,6487753;0,5;3;78,21444153346349;1,0;0;0;1,0;0
4000,013;0,8791095;0,7807178;0,7209474;0,3978154;0,5161558;0,5387287;0,5608023;0,6930248;0,6921384;0,5;4;94,40194167345302;1,0;0;0;1,0;0
4500,003;0,9017174;0,8100992;0,6768759;0,3706975;0,4919168;0,5596452;0,6187092;0,7160182;0,7105825;0,5;4;93,37293756539785;1,0;0;0;1,0;0
