simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5063697;0,5081723;0,4999419;0,4947571;0,5066902;0,4922431;0,4884058;0,4798895;0,4970104;0,5;23;1,33206;0;0;0;0;0
500,0156;0,5766027;0,4294919;0,5803976;0,4944623;0,5164464;0,5188578;0,52082;0,4525257;0,4883136;0,5;78;0,3717404;0,03846154;0;0;0,01282051;0,02564103
1000,004;0,6483135;0,4230826;0,6589208;0,5533299;0,5620968;0,541227;0,5666536;0,4158188;0,5032201;0,5;65;0,5091408;0,3230769;0,03076923;0;0,2769231;0,01538462
1500,003;0,6780452;0,401779;0,662903;0,5639861;0,5847709;0,6119645;0,661526;0,3497083;0,4569985;0,5;54;0,5233521;0,6666667;0,01851852;0;0,6296296;0,01851852
2000,012;0,7039956;0,4286542;0,6326165;0,4825329;0,6714267;0,628745;0,66734;0,3352387;0,3475345;0,5;59;0,6561075;1,033898;0;0;1,033898;0
2500,007;0,7445682;0,4352005;0,6204526;0,3947714;0,709766;0,6608371;0,5718966;0,383886;0,2423435;0,5;63;0,5268769;1;0;0;1;0
3000,008;0,7852717;0,4398462;0,5791393;0,3884184;0,7072545;0,6372855;0,5751515;0,3813306;0,224621;0,5;52;0,6174883;1;0;0;1;0
3500,001;0,8283363;0,437859;0,6074554;0,3920464;0,7690893;0,5904388;0,5383518;0,4587866;0,1549441;0,5;52;0,6800382;1,076923;0;0,07692308;1;0
4000,013;0,8120186;0,4337825;0,6050104;0,4045769;0,7824404;0,5845299;0,4985093;0,4828309;0,1483652;0,5;59;0,561424;1,101695;0;0,1016949;1;0
4500,007;0,8340033;0,4275487;0,5951608;0,3771525;0,7884005;0,6258559;0,4813346;0,5099384;0,1660926;0,5;51;0,6287841;1,117647;0;0,1176471;1;0
