simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4967275;0,4967443;0,4984482;0,4838656;0,5046117;0,4813717;0,4989651;0,5036542;0,4940149;0,5;36;0,6198139;0,1388889;0,05555556;0,05555556;0,02777778;0
500,0026;0,5532233;0,4602917;0,5800147;0,4954342;0,3986736;0,4758819;0,5088105;0,4644542;0,5033079;0,5;7;4,214886;0,7142857;0;0;0,7142857;0
1000,006;0,5302833;0,4121807;0,6187073;0,445732;0,4431694;0,4669994;0,4792826;0,4320019;0,5990952;0,5;14;1,99573;1;0;0;1;0
1500,003;0,5685943;0,3336748;0,7184827;0,3896642;0,4392359;0,4707966;0,4804316;0,4281803;0,6824034;0,5;21;1,515286;1;0,1428571;0;0,6666667;0,1904762
2000,002;0,7938724;0,3622447;0,8935747;0,5132129;0,5427639;0,403239;0,5058507;0,3886752;0,4571295;0,5;28;1,290112;3;0,7857143;0;1,214286;1
2500;0,8080915;0,4299383;0,9375386;0,5600492;0,4215152;0,4844915;0,4957217;0,3257226;0,4865139;0,5;32;1,272304;3,0625;0,40625;0;1,65625;1
3000,009;0,8456599;0,4333308;0,9677671;0,623151;0,3846451;0,5522335;0,5102258;0,331541;0,5697585;0,5;30;1,34475;3,166667;0,4333333;0;1,733333;1
3500,008;0,8758368;0,4566575;0,9411609;0,6486086;0,3990439;0,6033276;0,5452579;0,3236638;0,5762547;0,5;26;1,574389;3,269231;0,5;0;1,769231;1
4000,012;0,9604939;0,4401451;0,8178738;0,7373517;0,497453;0,6243185;0,5126414;0,3431638;0,619898;0,5;27;1,562256;3;0,2222222;0;1,777778;1
4500,004;0,9448876;0,4979045;0,7663168;0,7661393;0,4973788;0,6263114;0,504491;0,3185544;0,6959925;0,5;22;1,927819;2,863636;0;0;1,863636;1
