simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4965438;0,5003054;0,4973908;0,4919229;0,5196514;0,504041;0,5048243;0,5091063;0,5029413;0,5;18;1,888879;0;0;0;0;0
500,0077;0,5969983;0,3982102;0,570622;0,4567027;0,5163144;0,4356545;0,5027889;0,5669744;0,4426019;0,5;31;1,098597;0,03225806;0;0,03225806;0;0
1000,011;0,7238944;0,3622078;0,5415755;0,4385373;0,5893182;0,3878233;0,4369419;0,5982811;0,5030311;0,5;24;1,396671;0,1666667;0,04166667;0;0,08333334;0,04166667
1500;0,7138633;0,3779642;0,6057001;0,382521;0,6065923;0,3558879;0,3759503;0,6333085;0,5245366;0,5;22;1,515172;0,3636364;0,04545455;0;0,3181818;0
2000,013;0,6950376;0,3843969;0,6409176;0,285147;0,6100523;0,3109651;0,3718285;0,7196319;0,5875996;0,5;25;1,463903;1,12;0,36;0;0,76;0
2500,015;0,7188708;0,3878578;0,6246469;0,1972282;0,6359384;0,2602168;0,4287386;0,7688049;0,5804121;0,5;22;2,009908;1,863636;0,9090909;0;0,9545454;0
3000,007;0,7150247;0,3916545;0,6462249;0,2121646;0,6204091;0,2702522;0,4014969;0,7396973;0,5565429;0,5;21;1,911802;1,571429;0,5714286;0;1;0
3500,019;0,7071276;0,3968124;0,655035;0,163554;0,6281065;0,2574534;0,4355341;0,7809427;0,5407346;0,5;20;2,212982;1,65;0,65;0;1;0
4000,013;0,7482975;0,3912042;0,6805867;0,1606923;0,5640247;0,2992792;0,4779687;0,8350617;0,5868929;0,5;19;2,22911;1,210526;0,2105263;0;1;0
4500,013;0,7838137;0,4008096;0,6643652;0,148691;0,5249182;0,3015311;0,4472723;0,8245099;0,5814275;0,5;23;1,902485;1;0;0;1;0
