simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,478429;0,473162;0,4841315;0,483525;0,4741922;0,473828;0,5465328;0,4908719;0,5029845;0,5;32;54,666153712046395;0,0;0,0;0;0;0
500,0056;0,5116707;0,4965858;0,6227348;0,5681705;0,4289538;0,5757834;0,5375756;0,4264447;0,4187418;0,5;29;52,68784143179887;0,0;0,0;0;0;0
1000,001;0,5993313;0,5420383;0,7347422;0,584274;0,3139166;0,6538066;0,5774379;0,3952158;0,3198827;0,5;21;50,28383334273889;0,0952381;0,0952381;0;0;0
1500,006;0,7027578;0,5273523;0,8362104;0,7687215;0,2951948;0,6162943;0,5261447;0,4511968;0,2273137;0,5;22;49,65879281236832;0,0;0,0;0;0;0
2000,003;0,8519959;0,5083273;0,7521439;0,800063;0,2743864;0,546605;0,4262527;0,4058649;0,3044553;0,5;16;48,82575195187378;0,0;0,0;0;0;0
2500,004;0,9098701;0,4858162;0,6791448;0,7991187;0,4905858;0,6788687;0,4584377;0,5155606;0,2335661;0,5;17;57,37322513425594;0,0;0,0;0;0;0
3000,003;0,8623854;0,4768952;0,6252976;0,8184958;0,4951234;0,7249403;0,4767416;0,4542636;0,2335626;0,5;17;54,3339131406916;0,0;0,0;0;0;0
3500,004;0,8266361;0,5133389;0,7088666;0,852527;0,5757211;0,8197652;0,4991041;0,6355002;0,198453;0,5;17;54,05817503975887;0,0;0,0;0;0;0
4000,003;0,8280314;0,4974124;0,6939804;0,9226879;0,5437004;0,7548628;0,4249274;0,538929;0,2354854;0,5;22;52,25842422404577;0,0;0,0;0;0;0
4500,004;0,8605435;0,5227103;0,6899952;0,8996664;0,4843445;0,8430342;0,3741724;0,813732;0,2186428;0,5;16;62,83466068330047;0,0;0,0;0;0;0
