simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5190681;0,4857323;0,5137609;0,5053028;0,5013443;0,4990927;0,4918844;0,5109975;0,503493;0,5;32;1,363981;0,46875;0,3125;0,125;0,03125;0
500,0063;0,633352;0,3858898;0,5500057;0,55766;0,4130419;0,591386;0,4872297;0,5593996;0,4634466;0,5;16;3,00527;1,5625;0,875;0,1875;0,25;0,25
1000,008;0,6255817;0,4122809;0,6367481;0,6192571;0,345759;0,6403526;0,4556681;0,5851353;0,4061311;0,5;13;4,510908;2,461539;1,230769;0,2307692;0,5384616;0,4615385
1500,003;0,6969415;0,4224426;0,6265332;0,6158839;0,27341;0,5503549;0,4719262;0,633527;0,4578269;0,5;17;3,532473;2,941176;0,8235294;1,117647;1;0
2000,014;0,776175;0,4273888;0,7044397;0,6302453;0,1690047;0,6036526;0,5593064;0,5105225;0,3875401;0,5;14;2,932971;1,285714;0,2857143;0,3571429;0,6428571;0
2500,003;0,5831892;0,4280068;0,653814;0,6692175;0,1595208;0,63172;0,4138707;0,6423004;0,3614978;0,5;13;4,93904;2,615385;0,6923077;0,6153846;1;0,3076923
3000,008;0,5911464;0,4211463;0,6674526;0,7602974;0,1451303;0,5673625;0,4602811;0,6073151;0,4006365;0,5;11;5,866991;2,545455;0,5454546;0,6363636;1,363636;0
3500,001;0,5527055;0,4345333;0,6669256;0,7502492;0,1648356;0,495292;0,4671898;0,7255968;0,403735;0,5;14;4,770625;2,785714;0,5;0,5;1,642857;0,1428571
4000,001;0,6161863;0,4333691;0,6532342;0,7639157;0,1722591;0,3816035;0,4902108;0,7632231;0,3243223;0,5;14;4,083547;2,285714;0,5714286;0,4285714;1,071429;0,2142857
4500,011;0,7386551;0,430588;0,674299;0,6772373;0,1953742;0,4154112;0,4719052;0,6877849;0,2803454;0,5;11;6,175485;2,727273;0,1818182;0,9090909;1;0,6363636
