simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5128058;0,4709873;0,5222231;0,508329;0,4681444;0,4668747;0,4824508;0,5443069;0,5122916;0,5;21;41,524297042303665;0,04761905;0,0;0,04761905;0,0;0
500,0403;0,5709574;0,3676804;0,5944563;0,483391;0,4617467;0,4663391;0,4665199;0,5059034;0,422385;0,5;25;39,37288324733795;0,2;0,08;0,12;0,0;0
1000,024;0,6590667;0,3863226;0,6552643;0,4891606;0,347093;0,4508506;0,4894005;0,37155;0,402654;0,5;31;37,78644315298954;0,3870968;0,1612903;0,1290323;0,09677419;0
1500,045;0,8385287;0,4178118;0,7021237;0,3847622;0,2189126;0,5772383;0,5224684;0,4775712;0,3684839;0,5;24;37,520652073604424;0,0;0,0;0,0;0,0;0
2000,017;0,913805;0,4357972;0,6783363;0,364772;0,2427912;0,503311;0,4360218;0,4434913;0,3403037;0,5;20;41,32164771812213;0,15;0,1;0,05;0,0;0
2500,005;0,9514503;0,41584;0,728666;0,4130369;0,2639214;0,5597253;0,4588548;0,4821913;0,393991;0,5;21;43,73843590385568;0,3333333;0,2380952;0,04761905;0,04761905;0
3000,03;0,9504034;0,4404709;0,7720401;0,5077674;0,368815;0,5425847;0,4735028;0,5257477;0,3819513;0,5;21;46,13845548403227;0,5238096;0,0;0,0;0,5238096;0
3500,009;0,9415196;0,429981;0,8542925;0,4689147;0,4341503;0,3912942;0,3531252;0,494723;0,2530071;0,5;14;51,68965939607985;1,0;0,0;0,0;1,0;0
4000,05;0,9877272;0,4487992;0,7387129;0,5468194;0,4752651;0,4729393;0,454203;0,6079874;0,1600883;0,5;15;50,66087697792674;1,066667;0,0;0,0;1,066667;0
4500,007;0,9096419;0,4342839;0,7124261;0,5488099;0,5264556;0,5206854;0,6077524;0,664197;0,2442811;0,5;18;53,84089664136905;1,277778;0,0;0,0;1,277778;0
