simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5033149;0,4951448;0,4879179;0,5081805;0,5101651;0,5067101;0,5002598;0,483835;0,5187519;0,5;36;0,9855664;0;0;0;0;0
500,0016;0,5456386;0,4310572;0,477122;0,4848489;0,5208783;0,5241163;0,4660968;0,4902733;0,4937098;0,5;18;1,943387;0;0;0;0;0
1000,004;0,6883188;0,369087;0,5199226;0,4808598;0,6079397;0,4458895;0,4915214;0,4927588;0,3612505;0,5;15;2,245598;0,06666667;0;0;0,06666667;0
1500,001;0,7609963;0,3996504;0,5752279;0,4339165;0,6763586;0,4457346;0,4918497;0,4410489;0,237753;0,5;17;1,944998;0,2352941;0;0,1764706;0,05882353;0
2000,002;0,838458;0,4160921;0,5550738;0,449361;0,7053139;0,4446279;0,4721986;0,4152206;0,1887081;0,5;16;1,978862;0,25;0;0,25;0;0
2500,001;0,8516117;0,4018534;0,557894;0,4314913;0,7648132;0,5210119;0,4271966;0,4617728;0,134194;0,5;18;2,204558;0,5;0;0,5;0;0
3000,007;0,8561718;0,4252161;0,5892496;0,4692928;0,8240194;0,5646824;0,4711142;0,5019075;0,2070925;0,5;16;2,663293;0,8125;0,1875;0,625;0;0
3500,002;0,8585533;0,4029047;0,5673524;0,4828881;0,7814505;0,6134132;0,5187185;0,4850307;0,1826914;0,5;15;2,762971;0,7333333;0,2;0,5333334;0;0
4000,003;0,8415078;0,4307021;0,5947894;0,4862308;0,9016396;0,7161215;0,5212166;0,4516654;0,2434795;0,5;14;2,760331;0,9285714;0,5714286;0,3571429;0;0
4500;0,8774844;0,4328654;0,5819778;0,4802763;0,9423417;0,796101;0,4668355;0,4730053;0,2495817;0,5;13;3,005469;1;0,7692308;0,2307692;0;0
