simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4947554;0,4897715;0,496325;0,4802387;0,4794642;0,5181419;0,5227201;0,4903329;0,4938261;0,5;26;1,284238;0,07692308;0,07692308;0;0;0
500,0089;0,7302017;0,4559425;0,6223242;0,416078;0,4293999;0,4526048;0,4919718;0,4495166;0,5277906;0,5;11;2,732452;0;0;0;0;0
1000,009;0,8682624;0,415749;0,7550892;0,2395647;0,2194114;0,4869344;0,3713475;0,2765145;0,4644336;0,5;9;3,719265;0,1111111;0;0;0;0,1111111
1500,004;0,8977081;0,4263558;0,7930015;0,1268724;0,08552913;0,5002506;0,2830173;0,2644202;0,318443;0,5;8;3,634088;0,375;0;0,125;0;0,25
2000,007;0,8404053;0,4244221;0,7313258;0,03355579;0,1472904;0,4499302;0,2491945;0,3092962;0,3681299;0,5;7;4,512909;0;0;0;0;0
2500,016;0,8245912;0,4204004;0,8502875;0,087852;0,1412969;0,4263442;0,2836877;0,1866905;0,4013274;0,5;7;4,445644;0;0;0;0;0
3000,001;0,9181573;0,4236363;0,8339402;0,04942927;0,2248908;0,3241924;0,299623;0,3596711;0,2704352;0,5;7;4,06268;0;0;0;0;0
3500,007;0,9592337;0,3860211;0,8680043;0,1600606;0,1633131;0,4640415;0,377566;0,4636042;0,2405151;0,5;8;3,802987;0,25;0,25;0;0;0
4000,001;0,8251686;0,4118681;0,6015474;0,3520455;0,1028552;0,2356621;0,3420984;0,2930808;0,4099365;0,5;6;5,026581;0,5;0;0,5;0;0
4500,008;0,9460027;0,4010422;0,797219;0,2455861;0,04986785;0,3416436;0,6288256;0,102727;0,5291581;0,5;8;6,036136;1,125;0,125;1;0;0
