simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5166251;0,5045688;0,5095896;0,5212324;0,4832767;0,5164283;0,4917699;0,4935195;0,4821223;0,5;8;6,075989;0;0;0;0;0
500,0477;0,5360175;0,5671513;0,654623;0,5021532;0,4148496;0,5372686;0,41493;0,4605349;0,6482285;0,5;2;26,5265;0;0;0;0;0
1000,029;0,5906338;0,5094239;0,551332;0,4608109;0,4183947;0,521315;0,359462;0,5825324;0,6558957;0,5;2;29,34029;1;1;0;0;0
1500,023;0,5636853;0,5040212;0,6061083;0,4986877;0,4256052;0,498872;0,3857522;0,5779441;0,6641663;0,5;2;28,97636;1;1;0;0;0
2000,049;0,5044689;0,5190799;0,5911439;0,4858766;0,4533899;0,4706925;0,4060681;0,5493622;0,7041438;0,5;3;19,11679;1;1;0;0;0
2500,029;0,3929236;0,5148727;0,6302469;0,5558128;0,3349353;0,4563375;0,4242744;0,643858;0,7829334;0,5;2;30,0162;1;1;0;0;0
3000,036;0,3965132;0,5144238;0,6528547;0,4884881;0,3703466;0,4536129;0,4607253;0,6714913;0,8585209;0,5;2;31,39231;1;1;0;0;0
3500,1;0,4049573;0,4771777;0,6299954;0,5084217;0,3915266;0,4750021;0,4636275;0,6835623;0,866183;0,5;3;20,08135;1;1;0;0;0
4000,046;0,3498791;0,5187308;0,695452;0,4306212;0,3575909;0,4326661;0,4958422;0,7011647;0,8996397;0,5;2;30,64831;1;1;0;0;0
4500,03;0,4163274;0,5377241;0,7096487;0,5192538;0,3992846;0,479483;0,5402394;0,6788911;0,8609084;0,5;2;31,10499;1;1;0;0;0
