simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5142652;0,4986607;0,4932642;0,5114577;0,4960868;0,5081283;0,500219;0,5018434;0,498677;0,5;30;0,7464338;0;0;0;0;0
500,0097;0,5581391;0,43786;0,4719431;0,5252669;0,5164258;0,5098427;0,4961396;0,4960346;0,4842539;0,5;41;0,4906507;0;0;0;0;0
1000,002;0,6276658;0,4251645;0,5172969;0,5283822;0,5169771;0,5063648;0,5262951;0,4922746;0,425737;0,5;29;0,7408411;0;0;0;0;0
1500;0,6934876;0,4229411;0,5227317;0,5922283;0,5143629;0,5668977;0,5434741;0,5313764;0,3269221;0,5;29;0,7375758;0;0;0;0;0
2000,009;0,751007;0,4337556;0,5579088;0,6095961;0,573494;0,5743267;0,5584587;0,54166;0,335152;0,5;28;0,724791;0,03571429;0;0;0,03571429;0
2500,015;0,7391194;0,4455757;0,5504809;0,6499037;0,5949665;0,6791055;0,5800719;0,5079624;0,3032472;0,5;25;1,002379;0,4;0;0;0,4;0
3000,001;0,7663867;0,4435883;0,5336391;0,7131723;0,6021398;0,8106323;0,5952367;0,4182415;0,2395825;0,5;26;0,9266701;0,8846154;0;0;0,8846154;0
3500,023;0,7524684;0,4656616;0,5759566;0,7067705;0,5362351;0,9069768;0,6016257;0,4948054;0,2067065;0,5;38;0,6486139;1;0;0;1;0
4000,011;0,7664053;0,4634202;0,6099126;0,5855731;0,5566223;0,9100239;0,6930975;0,4879667;0,1789427;0,5;36;0,6751772;1;0;0;1;0
4500,004;0,8066961;0,4759256;0,6227484;0,6178423;0,5589218;0,9410503;0,7245758;0,4479432;0,1503332;0,5;22;1,191701;1;0;0;1;0
