simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5008126;0,4891429;0,5046114;0,5026646;0,5150294;0,4918804;0,4978033;0,5009586;0,4913826;0,5;11;9,165638;0;0;0;0;0
500,0095;0,5263896;0,4680171;0,5216163;0,5026669;0,5182182;0,4785968;0,4954239;0,4797713;0,4973069;0,5;12;8,181794;0;0;0;0;0
1000,002;0,5614942;0,4171892;0,5282206;0,5295276;0,5459525;0,4618926;0,486396;0,4690029;0,4661531;0,5;11;8,684007;0;0;0;0;0
1500,002;0,6207221;0,431911;0,5326272;0,5292985;0,5149;0,4560518;0,5181105;0,4890702;0,4425082;0,5;9;11,66577;0;0;0;0;0
2000,006;0,5997125;0,3946684;0,5871582;0,5307937;0,4765862;0,3927448;0,5175469;0,4658557;0,4192067;0,5;8;11,41467;0;0;0;0;0
2500,007;0,6328552;0,3908126;0,6037148;0,4808446;0,4612921;0,4219297;0,5245335;0,4675411;0,4235712;0,5;9;11,43145;0;0;0;0;0
3000,004;0,6320905;0,4586624;0,6398533;0,5583639;0,5320341;0,4156891;0,4958856;0,4892727;0,4020307;0,5;7;14,69099;0;0;0;0;0
3500,002;0,6992237;0,4290135;0,6051291;0,5369473;0,4702802;0,4498237;0,5254794;0,4959086;0,382377;0,5;6;16,58367;0;0;0;0;0
4000,006;0,7308512;0,427668;0,5873216;0,4931113;0,4117227;0,4782314;0,5881392;0,4677278;0,3742254;0,5;10;9,702417;0;0;0;0;0
4500,005;0,72927;0,4701405;0,6163612;0,4838806;0,4090662;0,4604002;0,596222;0,4516671;0,3592108;0,5;6;16,76235;0;0;0;0;0
