simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,503986;0,501105;0,5027288;0,5038192;0,4985453;0,5077308;0,5017027;0,4911401;0,5038658;0,5;43;1,633385;0;0;0;0;0
500,0033;0,5617849;0,4638592;0,5562698;0,4890187;0,5118372;0,5023748;0,5314773;0,4893169;0,4864357;0,5;51;1,364577;0;0;0;0;0
1000,028;0,6512016;0,4398917;0,5686064;0,4807917;0,4985347;0,5097955;0,5468524;0,4915858;0,4584879;0,5;45;1,599982;0;0;0;0;0
1500,011;0,7030227;0,4021552;0,5934077;0,4399649;0,5173779;0,5112947;0,5425878;0,5083833;0,4759141;0,5;56;1,250312;0;0;0;0;0
2000,005;0,7681645;0,3846217;0,6000765;0,4268677;0,5399112;0,4765487;0,5565096;0,4985603;0,5049168;0,5;49;1,404807;0;0;0;0;0
2500,005;0,8102738;0,3987398;0,6279501;0,4083596;0,5172874;0,4759957;0,5603701;0,556537;0,4800137;0,5;49;1,659166;0,06122449;0;0,02040816;0,04081633;0
3000,009;0,8645459;0,4063633;0,6400145;0,3390208;0,512798;0,4687129;0,5631706;0,5599717;0,4513718;0,5;47;1,517536;0;0;0;0;0
3500,007;0,9410229;0,4029894;0,6595365;0,3567625;0,5478949;0,4167919;0,5156233;0,4916651;0,4432063;0,5;46;1,479053;0;0;0;0;0
4000,005;0,9698074;0,3986768;0,6571218;0,318871;0,5792325;0,4309005;0,4538604;0,4518459;0,4268581;0,5;48;1,553335;0;0;0;0;0
4500,011;0,9751964;0,3879387;0,6398749;0,3450438;0,6277407;0,3833488;0,4127075;0,4495089;0,412401;0,5;46;1,649159;0;0;0;0;0
