simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4880905;0,5015135;0,4993214;0,507866;0,4969956;0,5076572;0,4943457;0,5018412;0,5029045;0,5;23;2,215274;0;0;0;0;0
500,0225;0,5337267;0,4850022;0,5139006;0,4980338;0,5057306;0,4951249;0,4958595;0,4911242;0,4974276;0,5;15;3,323761;0,06666667;0,06666667;0;0;0
1000,01;0,5666723;0,4593636;0,5220153;0,5151114;0,4785714;0,4804608;0,4822828;0,4749283;0,4935479;0,5;19;2,476213;0,1052632;0,1052632;0;0;0
1500,035;0,5739236;0,4367605;0,5547166;0,5385135;0,479883;0,4779633;0,4804974;0,443226;0,5200633;0,5;11;4,444669;0,1818182;0,1818182;0;0;0
2000,026;0,5924052;0,413084;0,5661283;0,5470883;0,4890656;0,4870679;0,4895038;0,4270633;0,5298008;0,5;13;3,746583;0,1538462;0,1538462;0;0;0
2500,035;0,6483462;0,4141606;0,5458498;0,5380893;0,5058818;0,4791984;0,5111013;0,4151024;0,5107136;0,5;16;2,999049;0,3125;0;0,3125;0;0
3000,016;0,6869701;0,4374936;0,5517995;0,568974;0,5123883;0,4621331;0,4802514;0,4091045;0,4818332;0,5;10;5,508333;0,8;0;0,5;0;0,3
3500,068;0,7109732;0,44177;0,5523183;0,5796646;0,5406895;0,4462892;0,4629589;0,390354;0,4325757;0,5;11;4,335591;1;0;0,6363636;0;0,3636364
4000,036;0,7306002;0,4380811;0,5759169;0,5634702;0,5341947;0,4307655;0,4583689;0,4045209;0,405985;0,5;15;3,210262;1,2;0;0,8;0;0,4
4500,016;0,7825162;0,4476082;0,5990771;0,5540951;0,4761695;0,4415464;0,4442403;0,4526551;0,4223964;0,5;10;5,388461;1,9;0;1;0;0,9
