simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4958217;0,4845295;0,4370629;0,5003772;0,5061625;0,4823166;0,4886743;0,5318465;0,5172172;0,5;34;0,522247;0;0;0;0;0
500,0073;0,6708371;0,4485745;0,62363;0,4077062;0,4080286;0,5579075;0,7370214;0,3492887;0,6952107;0,5;24;0,710945;0,2083333;0;0,08333334;0,125;0
1000,006;0,7884693;0,4637228;0,6570431;0,523945;0,4022585;0,4989865;0,7371601;0,3353113;0,6198769;0,5;13;1,307046;0,4615385;0;0,07692308;0,1538462;0,2307692
1500,01;0,7650388;0,5049165;0,668026;0,4441129;0,2212106;0,4651295;0,6935878;0,3410729;0,5639645;0,5;12;2,762338;1,083333;0;0,25;0,4166667;0,4166667
2000,002;0,7770385;0,4411588;0,6909907;0,3959511;0,2011185;0,4323352;0,5919551;0,3038912;0,4042197;0,5;13;2,457596;1,846154;0;0,9230769;0,7692308;0,1538462
2500,012;0,8739536;0,5508973;0,9041648;0,5263566;0,1607687;0,437688;0,5842919;0,2812504;0,3021527;0,5;12;2,668069;1,916667;0;0,9166667;0,9166667;0,08333334
3000,006;0,9551324;0,4980817;0,8514116;0,4250053;0,1877906;0,5777819;0,5071842;0,1696484;0,2006769;0,5;17;1,824894;2,352941;0,4117647;0,9411765;1;0
3500,013;0,9376807;0,538048;0,7583436;0,2685364;0,2004642;0,5929966;0,4888026;0,3059998;0,3056538;0,5;13;2,501659;2,153846;0,2307692;0,9230769;1;0
4000,005;0,9135965;0,4949681;0,8565442;0,1560137;0,2236071;0,6291417;0,5708521;0,1150092;0,4087121;0,5;13;2,479043;2,538461;0,5384616;1;1;0
4500,006;0,8699064;0,4516744;0,8014597;0,1868432;0,1842246;0,6720235;0,4994914;0,2005526;0,4425435;0,5;14;2,466009;2,714286;0,7857143;0,9285714;1;0
