simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4936505;0,4908797;0,5076366;0,4950242;0,5003088;0,4869748;0,502358;0,5131218;0,4940835;0,5;38;1,511781;0,07894737;0,02631579;0,02631579;0,02631579;0
500,0168;0,5573898;0,4091177;0,5441362;0,4350826;0,4561249;0,5040315;0,5238405;0,5322316;0,511552;0,5;43;1,44578;0,1860465;0,06976745;0,06976745;0,04651163;0
1000,015;0,5996827;0,3223415;0,5648044;0,3960333;0,443032;0,5193053;0,50269;0,5215133;0,5010442;0,5;47;1,522934;0,2553191;0,1914894;0,06382979;0;0
1500,016;0,6726395;0,3237863;0,6015611;0,3694937;0,4194516;0,4981888;0,4779216;0,5165797;0,4542712;0,5;51;1,01446;0,05882353;0,01960784;0,01960784;0,01960784;0
2000,007;0,7651787;0,3032714;0,6139058;0,3447065;0,4540718;0,4875509;0,4500315;0,4677824;0,4098301;0,5;54;1,032305;0,1481481;0;0,05555556;0,09259259;0
2500,017;0,7836871;0,3275626;0,6287112;0,3124514;0,4185551;0,4806754;0,4626122;0,449846;0,3995423;0,5;40;1,512268;0,4;0,1;0,2;0,1;0
3000,038;0,8054643;0,3167895;0,6296979;0,2972162;0,4492566;0,4945206;0,5186614;0,3853546;0,4935583;0,5;43;1,344901;0,6744186;0,2325581;0,2325581;0,2093023;0
3500,007;0,8199306;0,3204449;0,6542597;0,381018;0,4519688;0,5553129;0,4970385;0,4002708;0,5631962;0,5;47;1,063589;1,148936;0,2340426;0,4680851;0,4468085;0
4000,006;0,7737226;0,3426652;0,6775113;0,4204808;0,4813875;0,5778089;0,5998437;0,477528;0,6413431;0,5;46;1,026722;1,630435;0,06521739;0,6956522;0,8478261;0,02173913
4500,01;0,7704488;0,3326837;0,6923552;0,4428267;0,4932797;0,6044118;0,5463189;0,5136858;0,6301822;0,5;39;2,213882;1,846154;0;0,7948718;1,051282;0
