simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5539216;0,5230725;0,4628949;0,4700202;0,5013789;0,5040755;0,5158718;0,5146641;0,4898455;0,5;26;32,58049745045191;0,03846154;0,03846154;0,0;0,0;0
500,0195;0,7786755;0,516805;0,6635079;0,3893979;0,6232455;0,4071933;0,506201;0,5255663;0,5251575;0,5;12;31,249466931720733;0,08333334;0,0;0,0;0,08333334;0
1000,042;0,8934563;0,4357889;0,7410464;0,3469906;0,7042636;0,3656895;0,3096462;0,7605384;0,5105146;0,5;9;36,887590252587366;0,7777778;0,0;0,2222222;0,5555556;0
1500,053;0,8832282;0,516862;0,7625923;0,3513162;0,671288;0,3378011;0,2980126;0,7646928;0,5450088;0,5;8;36,112396281599054;1,625;0,625;0,0;1,0;0
2000,042;0,9023581;0,438197;0,7559551;0,3684739;0,7773753;0,3943008;0,4375141;0,8016632;0,3906137;0,5;11;34,25734184601424;2,0;1,0;0,0;1,0;0
2500,069;0,9735732;0,5532699;0,7443408;0,4962102;0,8933961;0,4900838;0,5126057;0,6891457;0,3346554;0,5;12;34,22145827068551;1,833333;0,9166667;0,0;0,9166667;0
3000,011;0,9536442;0,5085735;0,7215557;0,552016;0,9331124;0,5323842;0,4670576;0,7054852;0,3929326;0,5;9;32,43636034608854;2,111111;1,0;0,1111111;1,0;0
3500,051;0,9784241;0,5772998;0,829819;0,7750306;0,7690703;0,498929;0,4025444;0,7022464;0,3613289;0,5;9;32,075944238207136;2,0;1,0;0,0;1,0;0
4000,046;0,9925334;0,5904093;0,7510767;0,8469703;0,7768344;0,5376017;0,377411;0,6564898;0,3196133;0,5;8;34,19408373359974;2,25;1,0;0,25;1,0;0
4500,075;0,9607606;0,5060072;0,7937134;0,9287977;0,8617694;0,6370192;0,3446461;0,574345;0,4159449;0,5;10;35,884270409706865;3,2;1,0;1,2;1,0;0
