simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5078505;0,4946552;0,4922965;0,5007338;0,5051774;0,5012529;0,4982829;0,5060371;0,5021967;0,5;30;1,445128;0,1;0,03333334;0,03333334;0,03333334;0
500,0049;0,397403;0,3924545;0,4959306;0,5284961;0,46791;0,5879994;0,4910856;0,5177222;0,5662776;0,5;3;14,54536;0;0;0;0;0
1000;0,4963301;0,3789232;0,4851391;0,5115104;0,4943839;0,5757525;0,5504036;0,5339806;0,6401876;0,5;4;11,80383;0;0;0;0;0
1500;0,4947556;0,3805767;0,5212275;0,5182785;0,4789256;0,5891962;0,5752119;0,5584028;0,6865873;0,5;4;13,14303;0,75;0,5;0;0,25;0
2000,007;0,4764162;0,3641854;0,5448456;0,5238799;0,4874138;0,62011;0,6531342;0,6061549;0,7473325;0,5;2;25,93152;1;1;0;0;0
2500,001;0,4561024;0,3743582;0,5558019;0,5013193;0,4100335;0,6772046;0,6346174;0,6346378;0,7755513;0,5;3;17,50852;1;1;0;0;0
3000,004;0,4160319;0,3557381;0,5554814;0,5285;0,3637821;0,6015231;0,5639536;0,7538246;0,8728061;0,5;4;12,58448;0,75;0,75;0;0;0
3500,005;0,4385639;0,3682911;0,5301834;0,570232;0,4385726;0,6590061;0,6106455;0,7784802;0,8720648;0,5;6;9,47103;1;1;0;0;0
4000,002;0,5110959;0,2948888;0,4602594;0,6183466;0,4745268;0,6949014;0,615976;0,7658335;0,8012947;0,5;4;13,882;0,75;0,75;0;0;0
4500,004;0,5443943;0,2822983;0,4917963;0,5637454;0,470396;0,6848617;0,6229358;0,7682187;0,8291141;0,5;3;18,67332;1;1;0;0;0
