simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4974524;0,4999566;0,5164233;0,5041495;0,5177703;0,5177101;0,4847965;0,5024164;0,5022151;0,5;38;1,316093;0,1052632;0,05263158;0,02631579;0;0,02631579
500,0019;0,6582302;0,563922;0,5891263;0,6480647;0,5351974;0,6243641;0,4128794;0,5829744;0,4874406;0,5;9;5,752018;0,2222222;0,2222222;0;0;0
1000,006;0,6645225;0,5270604;0,5542566;0,6336256;0,6037133;0,601036;0,4371526;0,6126036;0,4656567;0,5;7;6,621104;0;0;0;0;0
1500,004;0,6441494;0,5200825;0,6245399;0,605684;0,6459587;0,6016762;0,5475841;0,6045783;0,4356196;0,5;6;7,768898;0;0;0;0;0
2000,004;0,7492074;0,4968816;0,5665537;0,4395309;0,6864163;0,3695738;0,5814332;0,5441197;0,3536181;0,5;8;5,705209;0;0;0;0;0
2500,002;0,6853756;0,5070185;0,4868072;0,4444094;0,7127211;0,3756495;0,5859477;0,4974219;0,3665766;0,5;6;6,684824;0;0;0;0;0
3000,001;0,7029802;0,4429942;0,5482577;0,4858497;0,8128093;0,5276595;0,6307461;0,5953636;0,3909301;0,5;8;5,993059;0,125;0;0,125;0;0
3500,004;0,7830951;0,5339602;0,5907763;0,5670135;0,9237711;0,6334761;0,7627932;0,7324823;0,4528137;0,5;6;8,884712;0;0;0;0;0
4000,001;0,7383709;0,4796961;0,6469858;0,4498981;0,9522374;0,6509786;0,617296;0,7418292;0,3233049;0,5;4;13,32393;0;0;0;0;0
4500,002;0,7767524;0,5241774;0,6650257;0,3475973;0,8725809;0,7200737;0,588178;0,8593928;0,356298;0,5;5;14,32512;0,2;0;0,2;0;0
