simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,4994037;0,503575;0,4885439;0,4955246;0,4948542;0,5007367;0,4972936;0,5084081;0,5034842;0,5;28;36,19894602311949;0,0;0;0,0;0;0
500,0045;0,4713568;0,4962064;0,5214163;0,5804339;0,5624644;0,5049149;0,5314063;0,5508635;0,5240744;0,5;4;34,811452481970896;0,0;0;0,0;0;0
1000,003;0,4473568;0,4962185;0,5282432;0,617618;0,5299434;0,5294021;0,5360563;0,5382525;0,5399212;0,5;5;41,960360336367955;0,6;0;0,6;0;0
1500,004;0,460267;0,4938675;0,5162649;0,6271564;0,544003;0,5038546;0,5250092;0,5373487;0,540455;0,5;3;38,08020520869228;1,0;0;1,0;0;0
2000,004;0,4203691;0,4427336;0,5165074;0,6445039;0,5509079;0,5128607;0,5384096;0,5418802;0,5588127;0,5;3;41,4344623529504;2,0;1;1,0;0;0
2500,002;0,4819095;0,4159027;0,5106356;0,5890862;0,539721;0,5435887;0,5186893;0,5439777;0,5850056;0,5;3;43,668347328577326;2,0;1;1,0;0;0
3000,004;0,4862041;0,4391233;0,4973436;0,5372921;0,526263;0,6458256;0,4374538;0,5963046;0,6694217;0,5;3;50,20481598805347;2,0;1;1,0;0;0
3500,005;0,4766926;0,4161319;0,5491064;0,5831935;0,4970445;0,5961425;0,4929219;0,632368;0,7598144;0,5;4;50,761277468835736;2,0;1;1,0;0;0
4000,021;0,4835202;0,4268882;0,5621382;0,5924208;0,5749083;0,5955768;0,4612625;0,665644;0,789413;0,5;4;52,201126989534885;2,0;1;1,0;0;0
4500,027;0,5200819;0,4266628;0,5555281;0,616585;0,606707;0,5567425;0,5049788;0,5875446;0,7930139;0,5;3;49,337174817681245;3,0;2;1,0;0;0
