simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5036204;0,4892004;0,5036087;0,4913408;0,5075111;0,5097709;0,4800853;0,4996777;0,4936299;0,5;36;1,034002;0;0;0;0;0
500,0033;0,9119892;0,426317;0,627414;0,3958405;0,5761865;0,3094305;0,2458501;0,5740143;0,5862918;0,5;5;7,039575;0;0;0;0;0
1000,001;1;0,3803007;0,6939975;0,2227679;0,5128607;0,1078627;0,1392828;0,5755817;0,6628947;0,5;2;18,5463;0;0;0;0;0
1500;0,846317;0,3245532;0,8230088;0,2064307;0,5466827;0,2332878;0,0594235;0,6677212;0,738369;0,5;3;13,4185;0;0;0;0;0
2000,003;0,83655;0,5684753;0,9841413;0,3823733;0,7164308;0,1760892;0,1471832;0,9657413;0,9166238;0,5;2;23,61663;0;0;0;0;0
2500,004;0,83655;0,5684753;0,9841413;0,3823733;0,7164308;0,1760892;0,1471832;0,9657413;0,9166238;0,5;2;23,61663;0;0;0;0;0
3000;0,960071;0,3818427;0,8843479;0,3659621;0,8436279;0,1742945;0,1638599;0,9913801;0,9752652;0,5;5;8,284668;0;0;0;0;0
3500;1;0,4978827;0,7488279;0,4506559;0,9835657;0,1497734;0,1106865;0,9801495;1;0,5;2;21,91178;0;0;0;0;0
4000,002;1;0,4987916;0,6822469;0,415838;0,9590271;0,2110055;0,2023359;0,9801495;1;0,5;2;24,10777;0;0;0;0;0
4500,004;0,950226;0,3592773;0,644205;0,3657933;0,9248695;0,3012349;0,2754352;0,9819019;0,8911848;0,5;3;14,65844;0;0;0;0;0
