simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4747827;0,5024358;0,472589;0,5070611;0,508411;0,487515;0,4959094;0,495444;0,4909088;0,5;21;3,356067;0;0;0;0;0
500,0014;0,5752223;0,4473752;0,5157591;0,5240431;0,4625727;0,4361173;0,4612323;0,5429338;0,4749321;0,5;18;3,876165;0;0;0;0;0
1000,003;0,6835207;0,5033762;0,6347011;0,6680649;0,4129506;0,4099035;0,448743;0,5076565;0,5123758;0,5;15;4,67938;0;0;0;0;0
1500;0,7711054;0,5085523;0,6438882;0,8038685;0,3310632;0,3744805;0,4792252;0,3813871;0,5513768;0,5;15;5,452246;0;0;0;0;0
2000,005;0,8191359;0,452627;0,6559876;0,8858618;0,5134977;0,3863686;0,465257;0,1983729;0,4514039;0,5;17;3,296506;0,1176471;0,1176471;0;0;0
2500,007;0,8070415;0,4831983;0,6428961;0,8495734;0,4393096;0,454679;0,4777326;0,1803748;0,4370456;0,5;15;3,948852;0;0;0;0;0
3000,006;0,8558451;0,4494151;0,616786;0,846417;0,4169302;0,5526848;0,6025468;0,1451669;0,347105;0,5;16;3,565755;0,125;0;0;0;0,125
3500,007;0,8889399;0,4853765;0,66992;0,8116918;0,4758702;0,5697905;0,5421252;0,2214574;0,4213437;0,5;17;3,753504;0,2352941;0;0;0;0,2352941
4000,001;0,9251907;0,4534386;0,6526511;0,805903;0,4678364;0,5888773;0,647422;0,1745281;0,3182377;0,5;12;5,22125;0;0;0;0;0
4500,006;0,8803985;0,5211357;0,772359;0,7627801;0,4256673;0,5936891;0,6451095;0,148296;0,4275579;0,5;13;5,846711;0;0;0;0;0
