simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4958474;0,4966584;0,4974282;0,4942484;0,5018889;0,5005131;0,4989154;0,5051192;0,4923934;0,5;18;1,729933;0;0;0;0;0
500,0077;0,5133647;0,4687732;0,5027899;0,493191;0,4872217;0,5033205;0,5044244;0,4935283;0,5068187;0,5;24;1,224072;0;0;0;0;0
1000,007;0,5318982;0,4272747;0,4999266;0,4943769;0,4560997;0,5102372;0,5216967;0,4889239;0,5316109;0,5;24;1,298073;0,04166667;0;0,04166667;0;0
1500,004;0,5749706;0,3916436;0,4985312;0,5413188;0,4441086;0,4842311;0,5031601;0,4865702;0,5480531;0,5;33;0,9135629;0,1515152;0,06060606;0,06060606;0,03030303;0
2000,008;0,6131703;0,4098158;0,5201702;0,5412503;0,4935089;0,4580174;0,4919646;0,4496433;0,5680853;0,5;25;1,318042;0,52;0,52;0;0;0
2500,003;0,6332272;0,3775956;0,5100418;0,5282847;0,4820158;0,4783965;0,4966159;0,4604854;0,5494806;0,5;24;1,234868;0,3333333;0,3333333;0;0;0
3000,01;0,642305;0,401543;0,5155376;0,5393972;0,491249;0,4735359;0,5038618;0,4668898;0,5465732;0,5;27;1,130277;0,3703704;0,3703704;0;0;0
3500,002;0,6688584;0,3906247;0,556726;0,5144751;0,5083655;0,4771047;0,5049085;0,4264029;0,5489346;0,5;21;1,702011;0,5714286;0,4285714;0;0,1428571;0
4000,065;0,6503474;0,4180186;0,5550636;0,5713201;0,5727267;0,5346578;0,524579;0,390874;0,4594977;0,5;23;2,300411;1,043478;0;0;1,043478;0
4500,01;0,6578379;0,4064172;0,555275;0,5624086;0,5786446;0,5285577;0,5387013;0,3854559;0,4621938;0,5;22;1,790914;1,181818;0;0;1,181818;0
