simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4849249;0,5027417;0,4915254;0,5228728;0,5172951;0,5152313;0,4641761;0,593054;0,4478638;0,5;28;1,479518;0,03571429;0;0;0,03571429;0
500,0492;0,6488672;0,4167484;0,6929235;0,5315611;0,6216056;0,5557115;0,4455545;0,5131377;0,4784205;0,5;25;1,246772;0,32;0;0;0,32;0
1000,041;0,6189471;0,3845357;0,7201814;0,6310782;0,7138987;0,6217462;0,5228274;0,7142282;0,481755;0,5;38;1,08244;0,8157895;0;0;0,8157895;0
1500,026;0,7878453;0,4087065;0,8144633;0,6104953;0,6104971;0,6028358;0,445738;0,6755611;0,4604572;0,5;31;1,69357;0,9032258;0;0;0,9032258;0
2000,002;0,7545282;0,3933642;0,7987662;0,5802559;0,614708;0,6799875;0,4471054;0,722588;0,4578627;0,5;32;2,007524;0,96875;0;0;0,96875;0
2500,02;0,7258807;0,4149384;0,7905228;0,7190123;0,6417091;0,7088342;0,3865133;0,7299265;0,392673;0,5;29;1,931155;1;0;0;1;0
3000,052;0,8050723;0,4230458;0,7966433;0,6271019;0,7891437;0,7473571;0,4194824;0,7647879;0,4187803;0,5;27;2,186364;1;0;0;1;0
3500,029;0,8234173;0,3808114;0,8191319;0,7200463;0,792447;0,7465752;0,5712113;0,8068213;0,412782;0,5;31;1,967193;1;0;0;1;0
4000,021;0,8022352;0,4232656;0,8082416;0,7194466;0,7090175;0,7514502;0,5409074;0,846351;0,3591747;0,5;32;1,995781;1;0;0;1;0
4500,019;0,8665068;0,3862213;0,8352885;0,6777906;0,5457724;0,7354659;0,4464919;0,7355961;0,3252954;0,5;27;2,174603;1;0;0;1;0
