simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4833525;0,4981365;0,4494736;0,4787799;0,4529492;0,5294025;0,5088733;0,5617663;0,5442507;0,5;26;2,409032;0;0;0;0;0
500,0185;0,7046205;0,455125;0,7188367;0,5769184;0,4695067;0,589448;0,6271067;0,6402316;0,5838966;0,5;45;1,547776;0,04444445;0;0,02222222;0;0,02222222
1000,019;0,8540199;0,3520791;0,7688936;0,6775415;0,5472134;0,6330656;0,5413461;0,6987851;0,5321683;0,5;41;1,572221;0,02439024;0;0,02439024;0;0
1500,022;0,8408842;0,3678632;0,807716;0,6966919;0,4762745;0,6351589;0,5123868;0,5501971;0,43478;0,5;39;1,648066;0;0;0;0;0
2000,033;0,8576305;0,3755578;0,8119318;0,7415426;0,3148005;0,6870595;0,4669408;0,5345392;0,4037654;0,5;42;2,104952;0,02380952;0;0,02380952;0;0
2500,003;0,8945326;0,3777843;0,813774;0,7869227;0,2578855;0,686296;0,4109386;0,3883196;0,4429258;0,5;47;1,600264;0,0212766;0;0;0,0212766;0
3000,057;0,9232314;0,3796982;0,8279492;0,7969773;0,2572923;0,7751955;0,3132374;0,4472896;0,4689134;0,5;40;2,11545;0,075;0;0,025;0,05;0
3500,043;0,8897223;0,3560955;0,7822957;0,8163305;0,3268986;0,736178;0,3353729;0,4685214;0,4082108;0,5;41;1,483199;0,2195122;0,02439024;0,04878049;0,1463415;0
4000,049;0,8638409;0,3835423;0,7882743;0,7015776;0,3357144;0,8558787;0,4577868;0,4891422;0,4141165;0,5;35;2,326918;0,1714286;0,02857143;0;0,1428571;0
4500,009;0,8437313;0,3846275;0,8169389;0,6475447;0,2394983;0,8446004;0,3974064;0,5094266;0,5621548;0,5;33;3,422679;0,3636364;0,1515152;0;0,2121212;0
