simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5369512;0,5650612;0,5017053;0,4896248;0,4925604;0,5186903;0,4905002;0,5090646;0,5016087;0,5;25;1,063155;0;0;0;0;0
500,0037;0,5478586;0,449569;0,6765708;0,4561109;0,4254989;0,7830197;0,6094657;0,564532;0,8490048;0,5;8;3,723495;0;0;0;0;0
1000,002;0,6250504;0,272667;0,7188836;0,4691563;0,3160554;0,7709712;0,6493686;0,5308783;0,9450545;0,5;13;2,201639;0;0;0;0;0
1500,005;0,6197382;0,2522553;0,6517167;0,4468904;0,3189387;0,7220094;0,6366816;0,6914421;0,9674535;0,5;10;2,772064;0,2;0;0,2;0;0
2000,002;0,7658031;0,3387928;0,873533;0,156862;0,2323304;0,5893539;0,5124339;0,9311669;0,9495685;0,5;12;2,732464;0;0;0;0;0
2500,003;0,994152;0,4439927;0,7580168;0,03433095;0,6556243;0,5041541;0,6174562;0,9869655;0,9641259;0,5;6;5,674694;0;0;0;0;0
3000,003;0,9198151;0,389797;0,7842571;0,1203556;0,6141846;0,5966536;0,3074898;0,9335632;0,9412601;0,5;9;3,51639;0;0;0;0;0
3500,003;0,8286065;0,3646856;0,6754059;0,18679;0,5716128;0,6515709;0,3478041;0,9561642;0,9081612;0,5;7;4,431067;0;0;0;0;0
4000,002;0,7887797;0,3709521;0,8278785;0,1358535;0,6651239;0,7196253;0,4189049;0,9748309;1;0,5;6;5,659327;0;0;0;0;0
4500;0,6599509;0,4454416;0,852318;0,03954379;0,6756714;0,7695432;0,3944632;0,9293445;0,9746214;0,5;5;6,080157;0;0;0;0;0
