simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4997013;0,5029709;0,5003381;0,5080367;0,4985359;0,4994703;0,4929149;0,4971743;0,5008568;0,5;16;4,411552;0;0;0;0;0
500,0378;0,484015;0,5161659;0,5117896;0,5085893;0,5324405;0,4909672;0,5054666;0,484597;0,5274577;0,5;2;35,08594;0;0;0;0;0
1000,033;0,484363;0,476906;0,5158248;0,5280885;0,5483435;0,500335;0,4761376;0,4756115;0,5656912;0,5;2;35,10455;0;0;0;0;0
1500,024;0,5044603;0,4768136;0,5263913;0,5349143;0,5712498;0,4777603;0,4655921;0,4790166;0,5875864;0,5;3;22,63347;0;0;0;0;0
2000,028;0,5069999;0,5004543;0,5122131;0,5481929;0,5314538;0,4762888;0,452114;0,515862;0,6023958;0,5;4;18,10848;0;0;0;0;0
2500,031;0,5165172;0,4803407;0,5350549;0,5253578;0,5380876;0,501888;0,4221824;0,5148506;0,6346669;0,5;3;24,57931;0;0;0;0;0
3000,044;0,5125524;0,4763427;0,5499082;0,5205327;0,5597937;0,5134435;0,4290751;0,5019701;0,6591991;0,5;4;17,84326;0;0;0;0;0
3500,018;0,5198262;0,5125284;0,5483118;0,5042767;0,5837179;0,4848374;0,3980731;0,5241585;0,6566038;0,5;3;24,35289;0;0;0;0;0
4000,041;0,5276952;0,4874811;0,5713506;0,539744;0,5574957;0,523589;0,3793391;0,5491717;0,6612485;0,5;3;25,80746;0;0;0;0;0
4500,034;0,5120514;0,4787475;0,5799881;0,5329733;0,5618605;0,5590019;0,3630082;0,5970637;0,6904139;0,5;3;26,84422;0;0;0;0;0
