simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5153844;0,5054207;0,5028819;0,5194802;0,4962992;0,465343;0,5224313;0,4861509;0,5667195;0,5;12;2,299817;0;0;0;0;0
500,0062;0,5683611;0,4080549;0,645664;0,6678876;0,5573254;0,5115562;0,5665216;0,5096419;0,5511355;0,5;75;0,3393576;0;0;0;0;0
1000,01;0,7243093;0,365045;0,632878;0,6406848;0,5389783;0,5376415;0,5770461;0,5434229;0,5457968;0,5;64;0,3935865;0;0;0;0;0
1500,026;0,7918292;0,3632771;0,5824749;0,6291985;0,5294301;0,5543194;0,5393571;0,5740426;0,5543225;0,5;71;0,3741746;0;0;0;0;0
2000,01;0,8232779;0,3603458;0,5702702;0,6941223;0,4845176;0,6285948;0,4939451;0,4897496;0,5175666;0,5;64;0,4684972;0;0;0;0;0
2500,051;0,8667853;0,3843542;0,593433;0,6854271;0,501936;0,7765505;0,3770767;0,3555396;0,4064713;0,5;66;0,3862523;0;0;0;0;0
3000,066;0,8808945;0,3630842;0,5933155;0,6787583;0,4744075;0,7912005;0,3434432;0,2552263;0,3143339;0,5;63;0,4679008;0;0;0;0;0
3500,019;0,8918243;0,3642819;0,6075886;0,6662984;0,5110263;0,7796791;0,3158242;0,2262612;0,2182466;0,5;62;0,388889;0;0;0;0;0
4000,009;0,9027026;0,3580335;0,5956508;0,6988851;0,4946519;0,7943256;0,3239036;0,2221279;0,1670907;0,5;59;0,4467471;0;0;0;0;0
4500,062;0,8943923;0,3593318;0,5970773;0,6997976;0,4931328;0,8311938;0,3179851;0,2253768;0,1875647;0,5;64;0,3811475;0;0;0;0;0
