simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5005978;0,5043525;0,5085629;0,5020391;0,4942006;0,4941566;0,4986124;0,4993739;0,5082678;0,5;24;2,716246;0;0;0;0;0
500,0349;0,5130109;0,4723742;0,5219094;0,5148522;0,5154691;0,5067162;0,5037534;0,484394;0,5073688;0,5;35;1,843544;0,05714286;0;0,05714286;0;0
1000;0,5243062;0,4102693;0,5273443;0,5436956;0,4958487;0,5160742;0,5045627;0,4702578;0,5000501;0,5;33;1,910466;0,1515152;0;0,1212121;0;0,03030303
1500,025;0,5922629;0,4036458;0,5147882;0,5660168;0,440703;0,5295733;0,4542363;0,5017765;0,4662414;0,5;30;2,134152;0,1;0;0,1;0;0
2000,017;0,6524607;0,3746509;0,5142744;0,5692282;0,4336001;0,5777714;0,405598;0,5133269;0,4219712;0,5;35;1,761366;0,08571429;0;0,08571429;0;0
2500,018;0,6839405;0,3654529;0,5329804;0,5808245;0,4300524;0,6016753;0,3910976;0,4669671;0,4128137;0,5;32;2,033249;0,0625;0;0,0625;0;0
3000,033;0,676848;0,3529217;0,5252784;0,5615454;0,4232967;0,5813308;0,3835444;0,4418561;0,3926123;0,5;32;1,729386;0,15625;0;0,15625;0;0
3500,041;0,6802677;0,3516379;0,5227352;0,5652148;0,4447664;0,5845281;0,3826932;0,4429617;0,384487;0,5;33;1,815922;0,1515152;0;0,1515152;0;0
4000,049;0,7322908;0,3579002;0,5352876;0,5781802;0,4778093;0,5674768;0,4033539;0,4518295;0,3879822;0,5;31;1,898902;0,09677419;0;0,09677419;0;0
4500,039;0,8086435;0,3720838;0,5649447;0,5800801;0,6111556;0,5200068;0,4692508;0,4859436;0,4168247;0,5;33;1,886537;0;0;0;0;0
