simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4980713;0,4952254;0,4967348;0,497191;0,4935531;0,5000181;0,5025508;0,5080582;0,4983886;0,5;45;0,7235824;0,02222222;0;0,02222222;0;0
500,0123;0,481741;0,5660387;0,4987883;0,5338058;0,4454004;0,4442311;0,5471601;0,5257605;0,5525107;0,5;3;10,76398;0;0;0;0;0
1000,012;0,4967625;0,5332854;0,4969438;0,5915471;0,3939724;0,396082;0,5531228;0,4617091;0,5501641;0,5;1;32,70251;0;0;0;0;0
1500,044;0,5137024;0,5475744;0,502144;0,5439207;0,4013748;0,3980677;0,5417066;0,4552977;0,5743553;0,5;3;10,10753;0;0;0;0;0
2000,043;0,4837091;0,5981354;0,5324789;0,5018204;0,4118792;0,3993644;0,6268532;0,5014424;0,6115071;0,5;3;10,99045;0;0;0;0;0
2500,008;0,4894488;0,6214644;0,5504047;0,4791376;0,4154528;0,4026219;0,6265832;0,5019417;0,6241643;0,5;2;17,27959;0;0;0;0;0
3000,009;0,5046886;0,6890553;0,5556574;0,4077478;0,4591346;0,3855133;0,6528423;0,5045611;0,6482611;0,5;2;17,47632;0;0;0;0;0
3500,029;0,4772073;0,697462;0,5767321;0,3870045;0,4556631;0,3887247;0,6848224;0,5152019;0,6623187;0,5;3;11,10661;0;0;0;0;0
4000,025;0,4363736;0,7094678;0,5398792;0,3496299;0,4822507;0,3928519;0,6905075;0,5319858;0,6769947;0,5;1;35,35052;0;0;0;0;0
4500,026;0,395836;0,6885738;0,5734738;0,3003797;0,4679485;0,4217718;0,6653214;0,57273;0,6465676;0,5;2;17,72372;0;0;0;0;0
