simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5104438;0,4925177;0,4908563;0,5029266;0,4965259;0,4908271;0,5017044;0,4941518;0,4982337;0,5;25;1,352921;0,16;0,04;0,04;0,08;0
500,0487;0,5366372;0,4442419;0,5069247;0,5127543;0,4844914;0,4959825;0,507077;0,4923082;0,4798033;0,5;96;0,3426458;0,5;0,05208333;0,2291667;0,2083333;0,01041667
1000,083;0,5774782;0,3392647;0,5828928;0,5215401;0,4798355;0,497939;0,5290957;0,4624474;0,4695639;0,5;125;0,3450194;2,184;0,376;0,728;0,888;0,192
1500,151;0,5957078;0,3245687;0,604;0,5296618;0,5158398;0,4901476;0,5211349;0,4534139;0,5014911;0,5;113;0,393725;2,778761;0,5575221;0,9646018;1,035398;0,2212389
2000,036;0,6368088;0,3306305;0,5803819;0,5365672;0,513063;0,4984813;0,5259569;0,4444064;0,505255;0,5;91;0,4362229;2,978022;0,6263736;0,8901099;1,087912;0,3736264
2500,034;0,6524369;0,3257961;0,5840375;0,5569857;0,5346977;0,4915146;0,4936863;0,4591564;0,5111399;0,5;78;0,5604002;2,897436;0,8717949;0,7435898;1,089744;0,1923077
3000,053;0,65426;0,3286657;0,5900156;0,5684433;0,5455827;0,5023659;0,5063168;0,458307;0,5321851;0,5;79;0,473891;2,78481;0,8101266;0,6708861;1,126582;0,1772152
3500,065;0,6977993;0,3342124;0,6172227;0,5670785;0,5311775;0,4782673;0,5305825;0,4490678;0,5480856;0,5;84;0,4650034;2,761905;0,6547619;0,7380952;1,27381;0,0952381
4000,008;0,7097427;0,3488717;0,6324027;0,5436253;0,5054311;0,4933913;0,5603838;0,4224221;0,5500387;0,5;86;0,4929493;2,72093;0,5581396;0,7674419;1,290698;0,1046512
4500,068;0,7249587;0,3464431;0,6485769;0,5297741;0,5181475;0,4940982;0,5945256;0,4163752;0,557235;0,5;82;0,5247697;2,756098;0,6463414;0,8658537;1,170732;0,07317073
