simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5023518;0,4898222;0,5065044;0,5001374;0,5028997;0,5026953;0,5032586;0,4981164;0,5009204;0,5;28;0,8023668;0;0;0;0;0
500,0002;0,5632102;0,4794133;0,5250809;0,5045936;0,4904618;0,4998063;0,5087779;0,4784867;0,4854764;0,5;32;0,6538748;0;0;0;0;0
1000,007;0,6563146;0,4828076;0,5534368;0,4820065;0,5204546;0,5063518;0,4625666;0,4686725;0,5007877;0,5;34;0,6161186;0;0;0;0;0
1500;0,6929503;0,4450186;0,5602307;0,4736888;0,5321687;0,5168344;0,4299032;0,4651135;0,5077408;0,5;35;0,6062425;0;0;0;0;0
2000,002;0,7494558;0,4430172;0,5898562;0,5135923;0,5449403;0,4745115;0,4525711;0,4402852;0,518706;0,5;31;0,6961054;0;0;0;0;0
2500,005;0,7956048;0,4673034;0,6468131;0,5320292;0,5053941;0,4541537;0,4450549;0,4501034;0,5860394;0,5;37;0,5949022;0;0;0;0;0
3000;0,8544916;0,4854344;0,6559592;0,5558839;0,5900803;0,460777;0,4953575;0,3640758;0,5092403;0,5;29;0,7279262;0;0;0;0;0
3500,006;0,9015693;0,4747976;0,6521366;0,5785943;0,5971467;0,4622379;0,5051273;0,3639326;0,484364;0,5;30;0,6987761;0,03333334;0;0,03333334;0;0
4000;0,9544494;0,4634329;0,6526215;0,6209757;0,6528491;0,4852821;0,4749874;0,3775517;0,4868409;0,5;30;0,7156634;0,03333334;0;0,03333334;0;0
4500,008;0,990748;0,4748822;0,6580455;0,6206804;0,6496992;0,4978065;0,4825901;0,3674941;0,4656236;0,5;26;0,8434557;0,07692308;0;0,07692308;0;0
