simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,4432487;0,4693704;0,4791263;0,4751869;0,5520067;0,5428807;0,4744996;0,477022;0,4732767;0,5;30;0,8140916;0,06666667;0,06666667;0;0;0
