simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5028474;0,5002733;0,4983798;0,5044339;0,4977914;0,4994713;0,498712;0,502394;0,500944;0,5;35;1,322433;0,05714286;0,02857143;0,02857143;0;0
500,0107;0,5113686;0,4851671;0,4920973;0,5026786;0,4923672;0,5044805;0,4998451;0,5095118;0,5045174;0,5;63;0,7127597;0,03174603;0,01587302;0,01587302;0;0
1000,003;0,5294167;0,468147;0,5021005;0,5053315;0,4868008;0,5027776;0,5022474;0,5057775;0,4979407;0,5;64;0,7105851;0,03125;0;0,03125;0;0
1500;0,5513866;0,4512395;0,5184306;0,5118476;0,4776517;0,4942962;0,5052689;0,5063752;0,4893538;0,5;65;0,6924544;0,03076923;0,01538462;0,01538462;0;0
2000,004;0,5576898;0,4264719;0,5289093;0,514511;0,4718757;0,4869588;0,4951221;0,5123588;0,4757265;0,5;63;0,7327471;0,06349207;0,01587302;0,01587302;0,03174603;0
2500,003;0,5723552;0,399268;0,5318853;0,5342228;0,4715993;0,4952175;0,478994;0,4909872;0,4672886;0,5;57;0,7986227;0,2631579;0;0,03508772;0,2280702;0
3000,015;0,5708046;0,3940588;0,5329385;0,5477904;0,4751947;0,5017886;0,4755369;0,4866787;0,449598;0,5;66;0,6661566;0,6818182;0,1060606;0,04545455;0,530303;0
3500,035;0,5805653;0,3831851;0,5402449;0,5376317;0,4805703;0,5140561;0,4724275;0,5148323;0,4290003;0,5;73;0,6848804;1,452055;0,4520548;0;0,9863014;0,01369863
4000,012;0,5933558;0,3559606;0,5395417;0,5006254;0,4847961;0,5114217;0,47547;0,531513;0,4090838;0,5;61;0,8410372;1,852459;0,7540984;0;1;0,09836066
4500,005;0,5876925;0,3340203;0,5422802;0,4841189;0,5008719;0,5096822;0,4727888;0,5115434;0,3920547;0,5;62;0,8325287;2,16129;0,9677419;0;1;0,1935484
