simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,5020885;0,4975086;0,5007778;0,4940692;0,4987802;0,4981;0,4951729;0,5000626;0,4991447;0,5;13;3,865507;0;0;0;0;0
