simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,4964231;0,5095038;0,4938278;0,4921929;0,5069681;0,5108282;0,4993125;0,4991456;0,5190644;0,5;29;86,45357332542267;0,03448276;0;0;0,03448276;0
500,0121;0,4643885;0,6120784;0,5215121;0,4751227;0,4938316;0,5731565;0,4599392;0,4769944;0,4973198;0,5;3;89,97034821325227;0,0;0;0;0,0;0
1000,036;0,4560935;0,6397416;0,562564;0,4439912;0,5068563;0,5609668;0,4825634;0,4948231;0,5004615;0,5;2;79,76624045184799;0,0;0;0;0,0;0
1500,018;0,4720218;0,6814867;0,5545466;0,4915749;0,4547255;0,5380566;0,4229568;0,4975468;0,5428996;0,5;2;95,06545353119797;0,0;0;0;0,0;0
2000,014;0,4869514;0,7472265;0,5397003;0,5485026;0,4184738;0,5233353;0,3824478;0,5271044;0,5630422;0,5;2;93,81376152724356;0,0;0;0;0,0;0
2500,037;0,4869514;0,7472265;0,5397003;0,5485026;0,4184738;0,5233353;0,3824478;0,5271044;0,5630422;0,5;2;95,46146922186827;0,0;0;0;0,0;0
3000,029;0,5321444;0,723208;0,5841141;0,5404463;0,3729945;0,5048342;0,4549349;0,6454807;0,6514453;0,5;2;103,66142684714269;0,0;0;0;0,0;0
3500,033;0,4965065;0,6948147;0,6050215;0,5602636;0,4177157;0,4808404;0,4575501;0,7052578;0,69971;0,5;2;100,11749501831169;0,0;0;0;0,0;0
4000,014;0,5135176;0,6530547;0,5765123;0,5576258;0,4698615;0,4675666;0,4132094;0,718053;0,7447902;0,5;2;113,84570115340685;0,0;0;0;0,0;0
4500,026;0,5203696;0,6623927;0,5930213;0,5574541;0,4792447;0,4982671;0,3794087;0,7479869;0,7622708;0,5;2;101,32231235999342;0,0;0;0;0,0;0
