simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5055914;0,4977191;0,5010359;0,498876;0,5035307;0,495746;0,4932937;0,495677;0,4981801;0,5;4;75,18135892571875;0,25;0,25;0,0;0,0;0,0
500,0035;0,5121784;0,5022806;0,5026386;0,5057822;0,5073926;0,4957692;0,4990303;0,4910182;0,4941518;0,5;13;69,0688063497187;0,3846154;0,3076923;0,07692308;0,0;0,0
1000,001;0,5212376;0,5028046;0,4993364;0,493266;0,5007347;0,4992707;0,4967713;0,4915015;0,4886824;0,5;8;83,63917361734238;1,5;0,5;0,25;0,125;0,625
1500,003;0,5210611;0,5055644;0,4970968;0,4775663;0,5063161;0,5067143;0,4876817;0,499527;0,4963244;0,5;14;87,86063503983573;1,785714;0,5;0,3571429;0,2857143;0,6428571
2000,001;0,5261592;0,5017014;0,4997319;0,4780611;0,5065522;0,5040641;0,4867017;0,4921035;0,4982487;0,5;23;110,41446545586435;2,043478;0,5652174;0,4782609;0,3478261;0,6521739
2500,006;0,5247118;0,5010186;0,5137623;0,4797114;0,5070526;0,5067338;0,4802485;0,4855787;0,5090048;0,5;19;115,38989862119548;2,894737;1,105263;0,7894737;0,6315789;0,368421
3000,001;0,5313963;0,4973176;0,5167447;0,4800726;0,5008637;0,5084135;0,4814917;0,4882179;0,5112931;0,5;17;124,46372927780335;3,058824;1,0;0,9411765;0,5882353;0,5294118
3500,007;0,5350878;0,4945971;0,5213186;0,4832239;0,4971175;0,5117146;0,480917;0,4822485;0,5142983;0,5;21;114,73892063808421;3,095238;1,238095;0,6190476;0,7619048;0,4761905
4000,008;0,5356768;0,4997103;0,5228324;0,4816101;0,4950708;0,5144781;0,4707454;0,4827637;0,5163068;0,5;17;115,04058325871658;3,235294;1,117647;0,5294118;0,8823529;0,7058824
4500,006;0,5401232;0,4893781;0,523009;0,4749061;0,490116;0,5122831;0,4700813;0,4731629;0,5155579;0,5;18;131,5878998366608;3,222222;1,055556;0,5;0,8333333;0,8333333
