simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5039919;0,4917481;0,4968072;0,5054191;0,5055684;0,5038375;0,4934423;0,5064968;0,500292;0,5;33;0,8203296;0,6060606;0,2727273;0,1515152;0,1515152;0,03030303
500,0019;0,4320177;0,5480169;0,4775527;0,5112636;0,5226258;0,5144162;0,5276004;0,4318097;0,434132;0,5;2;14,46058;3,5;1;0,5;1;1
1000,002;0,4914765;0,5371304;0,507598;0,5285676;0,5752407;0,4812045;0,5135579;0,4370839;0,4697198;0,5;2;14,0775;3;1;0;1;1
1500,003;0,5459566;0,5545715;0,5822653;0,5464087;0,6254193;0,5717869;0,4915406;0,3926952;0,5345911;0,5;2;13,24674;2;0,5;0;1;0,5
2000,002;0,4931716;0,605811;0,5858405;0,489557;0,6511731;0,5380292;0,4382257;0,3326963;0,6251139;0,5;2;13,42286;3;1;0;1;1
2500,005;0,4637684;0,5215558;0,5516126;0,5152895;0,5791279;0,5441827;0,4651565;0,3455069;0,5975161;0,5;4;6,556423;3;1,25;0;0,75;1
3000,001;0,4803056;0,5800608;0,54302;0,5397606;0,7244408;0,6018448;0,4101228;0,2989751;0,6657519;0,5;2;13,71526;3;1;0;1;1
3500,003;0,4895467;0,5917888;0,5571556;0,5186488;0,7633026;0,5843273;0,3863856;0,2712539;0,6992236;0,5;4;6,871434;3,5;1,5;0,5;0,5;1
4000,005;0,4887179;0,5890199;0,6039111;0,5303415;0,733291;0,6045194;0,4312404;0,3213359;0,6656703;0,5;2;15,75455;3,5;1;0;1,5;1
4500,003;0,4665229;0,558476;0,5595201;0,5831431;0,7370029;0,5652531;0,3815203;0,2841603;0,6699207;0,5;2;14,09637;2,5;0,5;0;1;1
