simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5052562;0,4919347;0,5024258;0,4876224;0,5051922;0,5268936;0,4985556;0,5121306;0,5057536;0,5;31;76,14367045360805;0,0;0;0,0;0,0;0
500,0072;0,5614845;0,4064376;0,5613829;0,4868489;0,5022753;0,5650291;0,5499171;0,5251802;0,4962077;0,5;30;75,14609515200242;0,06666667;0;0,06666667;0,0;0
1000,0;0,6908224;0,4211264;0,5796626;0,4599156;0,5800966;0,6178796;0,5453009;0,5554669;0,3808396;0,5;22;81,6607272411518;0,2272727;0;0,1363636;0,09090909;0
1500,012;0,7400729;0,4213634;0,6262616;0,4047894;0,6007142;0,6519269;0,5746063;0,6075915;0,3216398;0,5;21;91,73978620281737;0,6666667;0;0,0;0,6666667;0
2000,007;0,7392774;0,4334045;0,6424494;0,3443894;0,6710469;0,6599776;0,6047928;0,5884316;0,3081696;0,5;25;97,94251164730032;1,0;0;0,0;1,0;0
2500,004;0,8125168;0,4408495;0,6583946;0,3127086;0,7021183;0,6136039;0,6584931;0,6615359;0,2441917;0,5;22;85,72257094617144;1,0;0;0,0;1,0;0
3000,013;0,8009516;0,4559004;0,6765842;0,3532095;0,7114505;0,6502024;0,6779329;0,6646077;0,2139976;0,5;23;102,32969696174852;1,0;0;0,0;1,0;0
3500,008;0,8648181;0,4392365;0,6855613;0,4406531;0,7711704;0,6296309;0,7220976;0,7216587;0,1425621;0,5;19;90,24225976111349;1,0;0;0,0;1,0;0
4000,005;0,8136237;0,4475353;0,6886132;0,3908262;0,8278403;0,5481397;0,6866748;0,7397686;0,09349757;0,5;20;92,2870987034998;1,0;0;0,0;1,0;0
4500,009;0,8391171;0,4335528;0,6517245;0,3896277;0,9106915;0,4968403;0,6687587;0,6077833;0,1468106;0,5;22;82,94246820074824;1,0;0;0,04545455;0,9545454;0
