simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4870014;0,4933886;0,4760499;0,485482;0,4836171;0,51295;0,5060423;0,4800953;0,4822034;0,5;23;2,338515;0;0;0;0;0
500,0032;0,4768863;0,3751298;0,501488;0,5399557;0,5746581;0,619483;0,6362329;0,3693405;0,5867827;0,5;3;17,82034;0;0;0;0;0
1000,002;0,429416;0,6060765;0,5485984;0,36605;0,5631575;0,8048968;0,8265501;0,4240343;0,6151476;0,5;3;18,11625;0;0;0;0;0
1500,005;0,4769431;0,5271196;0,6183404;0,415388;0,5777274;0,828374;0,8824575;0,4167818;0,6653879;0,5;3;18,17247;0;0;0;0;0
2000,001;0,3887436;0,4552145;0,5583713;0,3051098;0,6450009;0,8414196;0,8131926;0,5866169;0,7438049;0,5;3;19,96724;0;0;0;0;0
2500,006;0,5532519;0,2328262;0,5276541;0,4562061;0,7080927;0,9435374;0,777182;0,7289219;0,6829937;0,5;11;5,927084;0;0;0;0;0
3000,001;0,4999074;0,2175244;0,5575305;0,3830011;0,7228469;0,947389;0,7551163;0,7435263;0,8051976;0,5;5;12,55959;0;0;0;0;0
3500,009;0,6901048;0,2716563;0,6707724;0,475226;0,7776383;0,8821303;0,8707533;0,8936301;0,8146681;0,5;5;13,55678;0;0;0;0;0
4000;0,559564;0,4501762;0,5643085;0,589534;0,8089107;0,8242637;0,9966629;0,8922797;0,8628483;0,5;2;40,24311;1;0;0;1;0
4500,004;0,5450526;0,3680838;0,574468;0,545316;0,9428388;0,8650513;0,9613344;0,8946114;0,9251651;0,5;3;22,49267;0,3333333;0;0;0,3333333;0
