simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4992182;0,5047066;0,4983984;0,5030006;0,5014613;0,4999494;0,4967829;0,4962777;0,4996181;0,5;51;0,3755212;0;0;0;0;0
500,0055;0,5118126;0,493042;0,4976606;0,5092216;0,5021707;0,4968542;0,497757;0,4863817;0,501327;0,5;46;0,3716423;0;0;0;0;0
1000,017;0,5445382;0,4603685;0,495722;0,5181077;0,5070418;0,5102485;0,4898121;0,5097402;0,5069642;0,5;35;0,4905334;0;0;0;0;0
1500,001;0,5745766;0,4442825;0,4954563;0,5232602;0,5150244;0,5275488;0,4696586;0,518127;0,5042582;0,5;38;0,4992587;0;0;0;0;0
2000,008;0,5733382;0,4049824;0,4604213;0,5320164;0,509992;0,5194805;0,4272946;0,5157427;0,5191811;0,5;40;0,4833109;0,025;0,025;0;0;0
2500,011;0,5790466;0,3822503;0,4685796;0,5277927;0,5116647;0,5165212;0,422139;0,5066075;0,5124997;0,5;52;0,5609915;0,07692308;0,07692308;0;0;0
3000,006;0,6211846;0,3643496;0,4888985;0,488836;0,5205392;0,5017105;0,4477939;0,506491;0,4922225;0,5;49;0,3596662;0,2040816;0,2040816;0;0;0
3500,003;0,646509;0,3343358;0,4981042;0,4696262;0,5280645;0,4728258;0,4645949;0,5274499;0,4813422;0,5;45;0,4012761;0,2222222;0,2222222;0;0;0
4000,01;0,6655847;0,319668;0,5166782;0,4722336;0,5166944;0,4664668;0,475277;0,519967;0,4758008;0,5;47;0,3862574;0,2553191;0,2553191;0;0;0
4500,005;0,6686313;0,3101808;0,520169;0,4754139;0,5097719;0,4552651;0,4759981;0,5094528;0,4681098;0,5;32;0,6083099;0,375;0,375;0;0;0
