simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5024145;0,4951831;0,4964509;0,4989914;0,4966724;0,494357;0,5001231;0,5053453;0,4962842;0,5;16;1,253847;0;0;0;0;0
500,0016;0,5013168;0,4981194;0,4978012;0,5050594;0,4670224;0,4911573;0,4994672;0,4743504;0,5372644;0,5;3;6,203888;0;0;0;0;0
1000;0,4890741;0,5198599;0,5338907;0,5189011;0,4588525;0,527257;0,4717206;0,4758461;0,5646645;0,5;3;6,111212;0;0;0;0;0
1500,003;0,4968735;0,5023043;0,5457723;0,5105608;0,4537252;0,5344341;0,4787585;0,462747;0,5850554;0,5;4;4,935132;0;0;0;0;0
2000,004;0,5234929;0,5048105;0,5607207;0,5215959;0,4800735;0,5301167;0,4822743;0,4708484;0,6145533;0,5;4;4,75905;0;0;0;0;0
2500,007;0,5131865;0,5064346;0,5638959;0,5138217;0,4942266;0,5150573;0,4959877;0,4546886;0,6062589;0,5;3;6,921021;0;0;0;0;0
3000,003;0,5105808;0,5326421;0,5413118;0,5069876;0,4781368;0,5037773;0,4740137;0,4332535;0,6180887;0,5;2;10,31668;0;0;0;0;0
3500,003;0,5435176;0,5548844;0,5366099;0,5649205;0,4908079;0,5125008;0,4706752;0,4992039;0,6320209;0,5;4;4,850719;0;0;0;0;0
4000,001;0,5686856;0,5332657;0,5496377;0,5605667;0,4698138;0,4872667;0,491597;0,5065694;0,6699995;0,5;2;10,66643;0;0;0;0;0
4500,002;0,5792568;0,5313798;0,5418906;0,5447739;0,4867609;0,5052243;0,5062391;0,4923447;0,6968184;0,5;3;8,770058;1;1;0;0;0
