simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5090359;0,5049455;0,495325;0,5101311;0,5086235;0,5022489;0,5153214;0,5071543;0,489529;0,5;14;1,701067;0;0;0;0;0
500,0073;0,5410482;0,4198978;0,522643;0,5069664;0,4959247;0,5513737;0,5092508;0,4831364;0,4899521;0,5;58;0,3915943;0;0;0;0;0
1000,005;0,6732894;0,3766426;0,539931;0,5463049;0,4791425;0,6668051;0,5623925;0,5284767;0,4357847;0,5;62;0,360666;0;0;0;0;0
1500,007;0,7221804;0,3653169;0,5436672;0,5499744;0,464529;0,7083548;0,5465199;0,539437;0,3396671;0,5;56;0,3892599;0;0;0;0;0
2000,002;0,7836431;0,3858831;0,599612;0,5927373;0,4860561;0,6979427;0,5654541;0,5872119;0,2674586;0,5;54;0,5176929;0,05555556;0,03703704;0,01851852;0;0
2500,007;0,8155571;0,375317;0,6053033;0,6807824;0,5018842;0,6161282;0,6750882;0,5915025;0,2288384;0,5;52;0,3972152;0;0;0;0;0
3000,003;0,841225;0,383453;0,6367272;0,6987196;0,5087563;0,6501369;0,6690241;0,5786721;0,1814479;0,5;49;0,4319799;0,04081633;0,04081633;0;0;0
3500;0,9040203;0,39374;0,6279588;0,6622166;0,4243;0,7780129;0,6362776;0,6178305;0,2573631;0,5;44;0,4856058;0,1363636;0,1363636;0;0;0
4000,004;0,9069273;0,3953525;0,6422579;0,5773844;0,3469501;0,8966058;0,5871702;0,6403818;0,2612286;0,5;46;0,4639608;0;0;0;0;0
4500,003;0,8892822;0,3764066;0,6212334;0,5287088;0,3386706;0,895965;0,6042143;0,6583425;0,2126245;0,5;53;0,4243481;0,01886792;0;0,01886792;0;0
