simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,4908566;0,4936074;0,5042917;0,4934719;0,5048639;0,4988764;0,495649;0,5012931;0,5065386;0,5;19;1,052197;0;0;0;0;0
500,0016;0,4975506;0,45863;0,4999632;0,4768162;0,5030434;0,5003018;0,5040724;0,4989898;0,5355577;0,5;30;0,5954061;0;0;0;0;0
1000,008;0,5241659;0,4310016;0,5241217;0,4693095;0,5573073;0,4780722;0,5109389;0,5160963;0,5245529;0,5;30;0,6113284;0;0;0;0;0
1500,003;0,6206695;0,4481408;0,551064;0,4813361;0,6158283;0,4923208;0,4532164;0,5561334;0,5217377;0,5;29;0,6258473;0;0;0;0;0
2000,007;0,6903666;0,4381693;0,5306478;0,5157232;0,6374554;0,4879225;0,4438069;0,6091277;0,5600421;0,5;26;0,7050137;0;0;0;0;0
2500,003;0,6920215;0,4319434;0,5297699;0,5551292;0,6245715;0,5147558;0,4492077;0,6028898;0,5460517;0,5;27;0,6653438;0;0;0;0;0
3000,008;0,7210566;0,4409971;0,5375351;0,5468613;0,6268962;0,5412809;0,4647776;0,6694134;0,564799;0,5;28;0,6657893;0,03571429;0,03571429;0;0;0
3500,001;0,7138666;0,4431264;0,539205;0,5363742;0,6396637;0,5260981;0,45796;0,6608265;0,5492088;0,5;28;0,6572431;0;0;0;0;0
4000,002;0,6932626;0,4231407;0,5511245;0,5920241;0,6098248;0,5675431;0,4374153;0,6929053;0,5974607;0,5;28;0,6718516;0;0;0;0;0
4500;0,7109903;0,4023894;0,5378603;0,5893023;0,6284218;0,6042364;0,4366048;0,6594835;0,5709091;0,5;29;0,6360989;0;0;0;0;0
