simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5062223;0,4974857;0,4988928;0,5030503;0,4958686;0,4959306;0,5030133;0,4989492;0,4977981;0,5;24;35,77421621433415;0,04166667;0,04166667;0,0;0,0;0
500,004;0,5189241;0,4864917;0,4901138;0,4977839;0,501958;0,4993146;0,5028949;0,5001826;0,489721;0,5;19;36,715356329587415;0,1578947;0,0;0,1578947;0,0;0
1000,008;0,5360742;0,4803619;0,4896956;0,5048794;0,5103947;0,5000511;0,494178;0,5089935;0,489331;0,5;14;35,73655998567974;0,07142857;0,0;0,07142857;0,0;0
1500,002;0,5388571;0,4728631;0,4764512;0,4951063;0,5181418;0,4964335;0,4776027;0,5309895;0,4951242;0,5;16;36,99997875496319;0,0;0,0;0,0;0,0;0
2000,024;0,5434509;0,4748538;0,4644294;0,4907775;0,4988134;0,5278951;0,4752594;0,5390584;0,4988897;0,5;14;37,10399350633358;0,0;0,0;0,0;0,0;0
2500,01;0,5532849;0,4947429;0,4796447;0,5011317;0,4838339;0,5756235;0,4708089;0,5294129;0,5064713;0,5;12;32,29657151821247;0,08333334;0,0;0,0;0,08333334;0
3000,012;0,5546926;0,4956632;0,4715515;0,5049043;0,4626023;0,6091073;0,4569743;0,5217558;0,4881524;0,5;13;31,901426423251678;0,0;0,0;0,0;0,0;0
3500,004;0,5431532;0,4941744;0,4633471;0,4895926;0,4505306;0,6143056;0,4550833;0,5309537;0,5027905;0,5;14;35,40354211512019;0,0;0,0;0,0;0,0;0
4000,007;0,5216386;0,4769173;0,4847808;0,4967107;0,4189247;0,607323;0,437743;0,5373427;0,4957887;0,5;13;35,917346726472815;0,0;0,0;0,0;0,0;0
4500,039;0,5273103;0,4716195;0,4893538;0,4869291;0,4252208;0,6053088;0,4378835;0,5120396;0,4919558;0,5;16;31,111185423141777;0,0;0,0;0,0;0,0;0
