simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,4994603;0,5035024;0,5023917;0,4990043;0,5017093;0,5006636;0,5010915;0,5010393;0,4997253;0,5;21;2,82144;0,1428571;0,04761905;0,04761905;0,04761905;0
500,0014;0,5024916;0,5033064;0,5035312;0,4994375;0,5020323;0,5005696;0,5006039;0,5021223;0,4956863;0,5;126;0,4636582;0,2063492;0,04761905;0,06349207;0,0952381;0
1000,129;0,5056045;0,4958523;0,4992371;0,4969431;0,5064022;0,4965673;0,4955982;0,5064478;0,4938977;0,5;139;0,4064071;0,3381295;0,04316547;0,05035971;0,2446043;0
1500,019;0,5045311;0,4973868;0,5006649;0,4979177;0,5182571;0,4814628;0,4938671;0,5137745;0,4885874;0,5;145;0,4108487;0,7931035;0,0137931;0,07586207;0,7034483;0
2000,113;0,5070459;0,4924689;0,5054936;0,4940043;0,5252574;0,4744241;0,4934982;0,5239279;0,4861543;0,5;174;0,3502525;1,022989;0,005747126;0,05747126;0,9597701;0
Ended prematurely - over 200 creatures
