simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,4746832;0,5060717;0,4582118;0,5174057;0,4568887;0,5155846;0,5096071;0,4959332;0,482101;0,5;50;35,15304553931345;0,0;0;0;0,0;0
500,0025;0,7378907;0,4964022;0,6287643;0,5847439;0,6084893;0,5633369;0,5645058;0,5312232;0,6259528;0,5;22;39,92613523831667;0,0;0;0;0,0;0
1000,001;0,7432457;0,4405352;0,681226;0,4600294;0,6823699;0,5773616;0,5029474;0,5622998;0,6333135;0,5;20;43,97770350910359;0,0;0;0;0,0;0
1500,007;0,8190562;0,4232236;0,7224891;0,4971724;0,5514005;0,5009906;0,4891627;0,6480679;0,5633156;0,5;18;40,21151079187317;0,0;0;0;0,0;0
2000,008;0,7576949;0,4332353;0,641751;0,5310054;0,7007204;0,6286771;0,5263512;0,6290672;0,5609782;0,5;18;36,751338231313945;0,0;0;0;0,0;0
2500,002;0,7904337;0,4105332;0,7299439;0,555859;0,4731543;0,57947;0,4436901;0,6945018;0,3949457;0,5;16;35,54660629753535;0,0;0;0;0,0;0
3000,0;0,7966994;0,449033;0,716036;0,5250733;0,3727042;0,6284693;0,4445065;0,7719219;0,282518;0,5;18;35,25412001144057;0,0;0;0;0,0;0
3500,002;0,7856506;0,493096;0,6862257;0,5475633;0,3668371;0,7434853;0,541913;0,7115909;0,4128525;0,5;21;39,475252291987495;0,04761905;0;0;0,04761905;0
4000,008;0,8911875;0,4340548;0,6706643;0,6555588;0,3524992;0,728861;0,4588093;0,7432448;0,3971197;0,5;19;41,37059035335978;0,05263158;0;0;0,05263158;0
4500,001;0,8654808;0,4144205;0,6155598;0,6698652;0,4636666;0,6417269;0,4587048;0,7311408;0,3451403;0,5;16;32,53431569729442;0,0;0;0;0,0;0
