simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,4950987;0,4754575;0,5068577;0,5114877;0,5129457;0,4998882;0,5078896;0,5266469;0,5091662;0,5;16;47,513606486172556;0,0;0,0;0,0;0,0;0,0
500,0122;0,5513653;0,4256815;0,5483074;0,4828776;0,5104849;0,4848936;0,5774049;0,5471418;0,4972998;0,5;51;43,72326997018644;0,0;0,0;0,0;0,0;0,0
1000,008;0,6549251;0,4465128;0,5577441;0,4518603;0,4763106;0,50144;0,6330059;0,5335411;0,4861723;0,5;36;45,94268041181257;0,1944444;0,1944444;0,0;0,0;0,0
1500,012;0,750686;0,4160964;0,5851783;0,4908008;0,3714636;0,4823695;0,4963172;0,5009173;0,4622092;0,5;37;50,42013462656082;0,3243243;0,3243243;0,0;0,0;0,0
2000,009;0,7909141;0,4322081;0,6327391;0,5329865;0,401815;0,4525546;0,5227944;0,4918264;0,4236425;0,5;40;43,34090599669741;0,225;0,175;0,05;0,0;0,0
2500,008;0,8362253;0,4533769;0,6071139;0,506794;0,2937789;0,456031;0,4880358;0,4704894;0,4042509;0,5;35;44,84395877007863;0,3714286;0,2285714;0,1142857;0,0;0,02857143
3000,008;0,8105754;0,4374347;0,590846;0,5084255;0,4335456;0,4738471;0,4575856;0,4433061;0,3831142;0,5;33;49,386299143267884;0,6363636;0,2121212;0,3636364;0,06060606;0,0
3500,003;0,8513693;0,4427584;0,6201098;0,4596876;0,5090202;0,4748596;0,5291951;0,4176317;0,3381535;0,5;33;50,475505761308256;0,5454546;0,3333333;0,1212121;0,09090909;0,0
4000,009;0,8831363;0,450436;0,6152438;0,3566394;0,681026;0,4601147;0,5646514;0,3250522;0,2650917;0,5;27;40,01645278936095;0,4074074;0,1111111;0,2962963;0,0;0,0
4500,005;0,9172421;0,4426487;0,635443;0,4195015;0,6678096;0,4709853;0,5128173;0,3246813;0,3527725;0,5;27;48,808870059012484;0,6666667;0,07407407;0,5925926;0,0;0,0
