simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5238293;0,4972348;0,5028007;0,4823012;0,5071923;0,4887057;0,5004208;0,4867486;0,5080274;0,5;26;43,18901193587596;0,1153846;0,03846154;0,07692308;0,0;0,0
500,0059;0,5684078;0,4287954;0,4937108;0,5106139;0,5292607;0,4500033;0,4879757;0,469655;0,4820142;0,5;15;39,46970437137746;0,1333333;0,0;0,1333333;0,0;0,0
1000,003;0,6088628;0,3908463;0,4827183;0,5493172;0,5862274;0,4798327;0,4366595;0,4675879;0,4355588;0,5;13;45,805468047966926;0,2307692;0,0;0,0;0,1538462;0,07692308
1500,007;0,6475502;0,4107211;0,4804834;0,5427435;0,5582446;0,5005752;0,4087377;0,4618432;0,445043;0,5;11;51,26631142368054;0,5454546;0,0;0,0;0,1818182;0,3636364
2000,003;0,6679479;0,4321163;0,5229715;0,539853;0,5290407;0,5435137;0,409781;0,3984781;0,4752087;0,5;14;50,69489219910451;0,7857143;0,0;0,2142857;0,3571429;0,2142857
2500,001;0,5823002;0,4397551;0,5412754;0,5463623;0,5471545;0,6196574;0,420412;0,3801803;0,4595043;0,5;10;51,58787886445228;1,1;0,1;0,2;0,8;0,0
3000,001;0,5351024;0,40903;0,5449861;0,5452219;0,5247979;0,616867;0,3806785;0,3534836;0,4070117;0,5;16;48,357693669299195;1,125;0,0;0,25;0,875;0,0
3500,004;0,5930229;0,4683121;0,5367925;0,5512606;0,5339116;0,5987117;0,4378507;0,4040193;0,4938228;0,5;14;57,021419688307176;1,5;0,0;0,2142857;1,285714;0,0
4000,004;0,636404;0,4697363;0,5178344;0,5553962;0,5752528;0,5456809;0,4395573;0,4294805;0,4409525;0,5;13;60,77171537617584;1,307692;0,0;0,2307692;1,076923;0,0
4500,006;0,6702066;0,4614551;0,5109745;0,6140952;0,6368918;0,5489029;0,4825096;0,4491623;0,4437639;0,5;13;52,04224691553994;1,384615;0,0;0,3846154;1,0;0,0
